estudio,pais,site,estado_varredura,url_carreiras,vocabulario_encontrado
SoundStage.fm,Spain,https://www.soundstage.fm,sem-careers,https://www.soundstage.fm,
Soupmaster Games,Sweden,http://soupmastergames.com/,erro,,
Sparrowhawk Games,United Kingdom of Great Britain and Northern Ireland,https://www.sparrowhawkgames.co.uk/,sem-careers,https://www.sparrowhawkgames.co.uk/,
Special Move,United Kingdom of Great Britain and Northern Ireland,https://www.specialmove.com/campaigns/1/tag-games.aspx?page=1,erro,,
Speedway Games,Global,https://speedway-games.com,ARTE,https://speedway-games.com/careers/233240,3d artist
Speedway Games,Global,https://speedway-games.com,ARTE,https://speedway-games.com/careers/233240,3d artist
Spider Lily Studios,United Kingdom of Great Britain and Northern Ireland,http://spiderlilystudios.com/,erro,,
Spiele-Palast GmbH,Germany,https://www.spiele-palast.de/,sem-careers,https://www.spiele-palast.de/,
Spiele-Palast GmbH,Germany,http://www.spiele-palast.de,erro,,
Spilt Milk Studios,United Kingdom of Great Britain and Northern Ireland,http://www.spiltmilkstudios.com/,erro,,
Splash Damage,United Kingdom of Great Britain and Northern Ireland,https://www.splashdamage.com/,sem-arte,https://careers.splashdamage.com/,
Spoilz,Poland,http://spoilz.studio,erro,,
Sponsee,Singapore,https://stardustleague.io/,erro,,
Spooky Doorway,Ireland,http://www.spookydoorway.com/,erro,,
Spry Fox,United States of America,https://spryfox.com/,sem-careers,https://spryfox.com/,
Squanch Games,United States of America,https://squanchgames.com/,sem-arte,https://squanchgames.com/jobs/,
St. Lawrence College,Canada,https://www.stlawrencecollege.ca/,sem-arte,https://www.stlawrencecollege.ca/learn/career-college-prep,
Star Fort Games,Canada,https://www.starfortgames.com/,sem-careers,https://starfortgames.com/,
Stardust Collective,United Kingdom of Great Britain and Northern Ireland,https://www.stardustcollective.dev/,sem-careers,https://www.stardustcollective.dev/,
Stardust,Switzerland,http://www.stardust.ch/,erro,,
Statespace Labs,United States of America,http://statespace.gg,erro,,
"StatsHelix, Inc.",United States of America,https://www.statshelix.com,erro,,
Steel Crate Games,Canada,http://steelcrategames.com,erro,,
Steel Wool Studios,United States of America,https://www.steelwoolstudios.com/careers,js,https://www.steelwoolstudios.com/careers,
StikiPixels,United Kingdom of Great Britain and Northern Ireland,https://www.stikipixels.com/,erro,,
Stjärnstoft Studios,Sweden,https://www.stjarnstoftstudios.com/,erro,,
Stormhaven Studios,United States of America,http://stormhavenstudios.com/,erro,,
Storms,Singapore,https://storms.com/,sem-careers,https://storms.com/,
Stormy Shore Studios,Canada,http://www.stormyshore.com,erro,,
Strange Loop Games,Global,http://strangeloopgames.com,erro,,
Striking Distance Studios,United States of America,https://sds.com/,sem-arte,https://sds.com/en/careers,
Studio 369,United States of America,https://www.369.fun/,sem-arte,https://www.369.fun/careers,
Our Team,Netherlands,https://www.deloryan.com/,sem-careers,https://www.deloryan.com/,
Studio Drydock,Australia,https://studiodrydock.com/,sem-arte,https://studiodrydock.com/jobs/,
Studio Fizbin,Germany,http://www.studio-fizbin.com,erro,,
Studio Pismo,United States of America,https://www.studiopismo.com/,erro,,
Studio Pixanoh,United States of America,https://www.linkedin.com/company/studio-pixanoh/,ARTE,https://www.linkedin.com/jobs/artist-jobs?trk=organization_guest-browse_jobs,"3d artist, character artist"
Studiotypes,United Kingdom of Great Britain and Northern Ireland,https://www.studiotypes.com/,sem-arte,https://flexa.careers/companies/studiotypes,
SuccessGlo,Singapore,https://www.successglo.com/,sem-careers,https://www.successglo.com/,
Sudden Snail,Sweden,http://suddensnail.com,erro,,
SullySoft,United States of America,http://www.sullysoft.co,erro,,
SUN AND SERPENT creations,Global,https://bladesonggame.com/,sem-careers,https://bladesonggame.com/,
Super Spline Studios,United Kingdom of Great Britain and Northern Ireland,https://supersplinestudios.com/,ARTE-home,https://supersplinestudios.com/,3d character
Superbloom,Global,https://www.superbloomgames.com/,sem-arte,https://www.superbloomgames.com/careers,
Supernatural,United States of America,https://www.getsupernatural.com/,sem-careers,https://www.getsupernatural.com/,
Supremacy Games,Finland,https://supremacygames.fi/index.html,erro,,
SWAG MASHA,Netherlands,http://swagmasha.org,erro,,
Synthesis,United States of America,https://www.synthesis.com/careers,sem-arte,https://www.synthesis.com/careers,
Synthesis School Inc.,United States of America,https://www.synthesis.com/,sem-arte,https://www.synthesis.com/careers,
Tactic Studios,Canada,https://www.tacticstudios.com/,sem-arte,https://www.tacticstudios.com/careers.php,
Tag Games,United Kingdom of Great Britain and Northern Ireland,https://www.tag-games.com/,sem-arte,https://careers.scopely.com/us/en,
tagSpace,Australia,https://tagspace.com,sem-careers,https://tagspace.com,
Tales Writer,United States of America,https://taleswriter.com/,js,https://taleswriter.com/careers,
Talofa Games,United States of America,https://talofagames.com/,js,https://talofagames.com/careers,
Tangelo Games,Spain,http://tangelogames.com,erro,,
Tanglewood Games Limited,United Kingdom of Great Britain and Northern Ireland,https://www.TanglewoodGames.com,sem-careers,https://www.TanglewoodGames.com,
Tanglewood Games,United Kingdom of Great Britain and Northern Ireland,https://www.Tanglewoodgames.com,sem-careers,https://www.Tanglewoodgames.com,
Taralumen Games,United States of America,https://taralumen.com/,js,https://taralumen.com/careers,
Tatsu Works,Singapore,https://www.tatsumeeko.com/,erro,,
TavernLight Games,Global,https://tavernlightgames.com/,sem-arte,https://cdn.tavernlightgames.com/css/components/modules/home-careers.css?v=1681825782,
Tayasui,France,https://tayasui.com/,sem-careers,https://www.tayasui.com/,
TDO Games,Spain,https://www.tennisfighters.com/,sem-careers,https://www.tennisfighters.com/,
Teaching.com,United States of America,https://teaching.com/,sem-arte,https://teaching.com/careers,
Team Adopt Me,United States of America,https://playadopt.me/,ARTE,https://www.uplift.games/careers,3d artist
team&tonic,Global,https://www.teamandtonic.com/,js,https://teamandtonic.notion.site/Careers-41c9f92965524f04b6dbcfc91e909809,
Fighting Chance,United States of America,https://fightingchance.games/,erro,,
Tequila Works,Spain,https://www.tequilaworks.com/,sem-careers,https://www.tequilaworks.com/,
Terrible Posture,United States of America,https://www.terribleposture.com/,sem-arte,https://www.terribleposture.com/careers/,
Terrible Toybox,United States of America,https://terribletoybox.com/,js,https://terribletoybox.com/jobs/,
The 4 Winds Entertainment,Netherlands,https://the4winds.com/,erro,,
The Beans Team,Canada,https://www.thebeansteam.com/,sem-careers,https://www.thebeansteam.com/,
The Beauty Cult,United States of America,http://teambeautycult.com/,erro,,
The Game Bakers,France,https://www.thegamebakers.com/,sem-arte,https://www.thegamebakers.com/jobs/,
The Gang,Sweden,https://thegang.io/,sem-arte,https://www.thegang.io/careers,
The Isn't Company,United States of America,https://www.isnt.co,sem-careers,https://isnt.co/,
The Molasses Flood,United States of America,https://www.themolassesflood.com/,erro,,
The Monster Musician,United States of America,https://www.themonstermusician.com/,sem-careers,https://www.themonstermusician.com/,
The Odd Gentlemen,United States of America,http://theoddgentlemen.com,erro,,
The Powell Group,United States of America,https://powellgroupconsulting.com/,sem-arte,https://powellgroupconsulting.com/company/careers/,
The Quantum Astrophysicists Guild,United States of America,https://www.qag.io/,js,https://www.qag.io/careers/,
The Ready Games,Canada,https://www.thereadygames.com/,erro,,
The Rhythm Company,United States of America,https://rhythm.company,js,https://rhythm.company/careers,
Seriously good game trailers.,United Kingdom of Great Britain and Northern Ireland,https://thetrailerfarm.com/,sem-arte,https://www.trailerfarm.studio/careers,
The University of York,United Kingdom of Great Britain and Northern Ireland,http://www.york.ac.uk/,erro,,
TheGamer,Canada,https://www.thegamer.com/,sem-arte,https://www.thegamer.com/work-with-us/,
Thera Bytes,Germany,https://therabytes.de/,ARTE,https://www.therabytes.de/careers,"3d character, 3d generalist, character artist"
Thirteen Games,United States of America,https://novaisland.com/marketing-director,erro,,
Thought Pennies,United States of America,http://www.thoughtpennies.com,erro,,
Threshold Games,United States of America,http://thresholdgames.com,erro,,
Thunderbox Entertainment,Canada,http://thunderboxentertainment.com/,erro,,
Tidal Flats,Global,http://fidelion.io,erro,,
Tigerroll Studios,United Kingdom of Great Britain and Northern Ireland,https://www.tigerrollstudios.co.uk/,sem-careers,https://tigerrollstudios.co.uk/,
The Feast,United States of America,https://feast-game.com,sem-arte,https://feast-game.com/jobs,
Timbre Games,Canada,https://www.timbregames.com/#home,sem-careers,https://www.timbregames.com/#home,
Timewarp Inc,Spain,http://www.timewarp.io,erro,,
Tiny Bull Studios,Italy,https://www.tinybullstudios.com,sem-arte,https://tinybullstudios.com/careers/,
Tiny Ghost Studios,Canada,http://tinyghoststudios.com,erro,,
Tiny Hydra,Netherlands,https://tinyhydra.com/,js,https://tinyhydra.com/careers,
Tiny Titan Studios,Canada,https://tinytitanstudios.com/,erro,,
TLM,United States of America,https://tlmpartners.com/,sem-arte,https://www.endava.com/careers,
Toast VR,Australia,https://toast.games/,sem-arte,https://toastinteractive.com/careers/,
Tobspr Games,Germany,https://tobspr.io/,ARTE-home,https://tobspr.io/,3d artist
ToneStone,United States of America,http://www.tonestone.com,erro,,
Treehouse Games,United States of America,https://games.corusent.com/treehouse/,erro,,
Trese Brothers,United States of America,https://store.steampowered.com/developer/TreseBrothers,sem-arte,https://store.steampowered.com/,
Treyarch,United States of America,https://www.treyarch.com/,sem-arte,https://www.treyarch.com/careers,
TRI3FECTA LTD.,Global,https://www.programmingjobboard.com/jobs/software-reverse-engineer-a9f8d957,erro,,
Tribes Digital agency,United Kingdom of Great Britain and Northern Ireland,https://tribes.work,sem-careers,https://tribes.tech/wp-signup.php?new=tribes.work,
Tursiops Truncatus,United States of America,https://www.tursiopsstudios.com/,sem-careers,https://www.tursiopsstudios.com/,
Twin Drums,Germany,https://twindrums.com/,erro,,
tytyfthghghj.com,Australia,https://wpjobmanager.com,sem-arte,https://jobs.blog/,
Ultimerse,Australia,https://ultimerse.com/,sem-arte,https://ultimerse.com/careers/,
Unbound,Romania,https://unboundthegame.com/,sem-arte,https://unboundthegame.com/,
Uncapped Games Studio of Tencent America,United States of America,https://www.uncappedgames.com/,js,https://www.uncappedgames.com/careers,
Uncommon Games,United States of America,http://uncommon.gg,erro,,
Unfold Games,United States of America,https://www.unfoldgames.org/,ARTE,https://www.unfoldgames.org/jobs/,"3d character, sculpt, texture artist"
Unfold Games,United States of America,https://www.unfoldgames.org/,ARTE,https://www.unfoldgames.org/jobs/,"3d character, sculpt, texture artist"
UNIT9,United Kingdom of Great Britain and Northern Ireland,https://www.unit9.com/,sem-careers,https://www.unit9.com/,
Unity,United States of America,https://unity.com/,sem-arte,https://unity.com/careers,
Universally Speaking,Global,https://usspeaking.com/,sem-arte,https://usspeaking.com/career,
Unknown Worlds,United States of America,https://unknownworlds.com/,sem-arte,https://unknownworlds.com/en/careers,
Uplift Games LLC,Global,https://www.uplift.games/,ARTE,https://www.uplift.games/careers,3d artist
Uppercut Games,Australia,https://www.uppercut-games.com/,sem-careers,https://www.uppercut-games.com/,
uvula LLC,United States of America,https://uvula.jp,sem-careers,https://uvula.jp,
UX is Fine!,United States of America,https://www.uxisfine.com,sem-arte,https://www.uxisfine.com/talentisfine,
Valnet,United States of America,http://www.valnetinc.com/,erro,,
Vectorform,United States of America,https://www.vectorform.com/,erro,,
VectorStorm,Australia,https://www.vectorstorm.com.au/,sem-careers,https://www.vectorstorm.com.au/,
Verboso,United States of America,https://verboso.com,sem-arte,https://verboso.com/careers,
VestGames,Germany,https://www.linkedin.com/company/66189178,sem-arte,https://www.linkedin.com/company/linkedin/jobs,
VEU Inc.,United States of America,https://www.veu.space/home,erro,,
VICTOR GAME STUDIO,Global,https://victorgamestudio.com,erro,,
Video Gamer,United Kingdom of Great Britain and Northern Ireland,https://www.videogamer.com/,sem-careers,https://www.videogamer.com/,
VirBELA,United States of America,https://www.virbela.com/,sem-arte,https://www.virbela.com/company/careers,
Virtex,United Kingdom of Great Britain and Northern Ireland,https://www.virtexstadium.com/,erro,,
"Virtual Heroes Division of Applied Research Associates, Inc.",United States of America,https://virtualheroes.com/,sem-arte,https://virtualheroes.com/careers/,
Run hands-on STEM. Anytime. Anywhere. Without ANY physical supplies.,Singapore,https://qweebi.com/,sem-arte,https://careers.qweebi.com/jobs,
Visionary Realms,United States of America,http://visionaryrealms.com,erro,,
Every Adventure Begins With A Mission…,United States of America,https://visualsbyimpulse.com/,erro,,
Vivid Games,Poland,https://vividgames.com/,sem-arte,https://jobs.vividgames.com/,
Vivid Games S.A.,Poland,https://vividgames.com/,sem-arte,https://jobs.vividgames.com/,
Vivid Games is one of the leading polish mobile game developers and publishers.,Poland,https://vividgames.com/,sem-arte,https://jobs.vividgames.com/,
Vizlab Studios,Denmark,http://jobs@vizlabstudios.com,erro,,
Voldex Games,Global,https://voldex.com/,sem-arte,https://voldex.com/careers/,
Volta XR,United Kingdom of Great Britain and Northern Ireland,http://volta-xr.com/,erro,,
VOX Media,United States of America,https://www.voxmedia.com/,sem-arte,https://www.voxmedia.com/jobs/,
VoxRay Games,United States of America,https://voxraygames.com/,sem-careers,https://voxraygames.com/,
VRChat,United States of America,https://hello.vrchat.com/,sem-arte,https://hello.vrchat.com/careers,
VRtual X GmbH,Germany,https://vrtual-x.com,sem-arte,https://www.vrtual-x.com/virtual-reality/hr-recruiting,
Wardog,United Kingdom of Great Britain and Northern Ireland,https://wardog.co/,sem-arte,https://www.wardog.co/jobs,
Wargamer,United Kingdom of Great Britain and Northern Ireland,https://www.wargamer.com/,sem-arte,https://www.wargamer.com/careers,
Warner Bros. Games San Diego,United States of America,https://careers.wbgames.com/studios/san-diego/,sem-arte,https://cdn.phenompeople.com/CareerConnectResources/common/js/globalplatform/1781270809227_globalstyles.css,
Warp Digital,United Kingdom of Great Britain and Northern Ireland,https://warpdigital.com/,js,https://warpdigital.com/careers,
Warpfrog,France,https://www.warpfrog.com,js,https://www.warpfrog.com/all-jobs,
Waving Bear Studio,United Kingdom of Great Britain and Northern Ireland,https://www.wavingbearstudio.com/,sem-careers,https://www.wavingbearstudio.com/,
Waypoint,United States of America,https://www.vice.com/en/section/games,erro,,
We're Five Games,United States of America,https://www.werefivegames.com/,sem-arte,https://www.werefivegames.com/,
Webb Technology,United Kingdom of Great Britain and Northern Ireland,http://webb.game,erro,,
Whirlygig Studios,Canada,https://www.whirlygigstudios.com/,sem-careers,https://www.whirlygigstudios.com/,
Wild Games,Sweden,https://wild-games.se/,erro,,
Wild Planet,Switzerland,http://wildplanetsurvival.com/,erro,,
Winterborn,United States of America,http://externusgame.com/,erro,,
Wishfully,Sweden,https://wishfullystudios.com/,erro,,
Wolcen Studio,France,https://wolcengame.com/,sem-careers,https://wolcengame.com/,
Wolfjaw Studios,United States of America,https://wolfjawstudios.com/,js,https://wolfjawstudios.com/careers/,
Wolpertinger Games,Germany,http://www.wolpertingergames.com/,erro,,
Wonderstorm,United States of America,https://wonderstorm.net/,sem-arte,https://wonderstorm.net/careers,
Worlds,Global,http://www.worlds.org,erro,,
Worldshifter Games,United States of America,https://www.worldshiftergames.com/,erro,,
Worldspark Studios,United States of America,http://worldsparkstudios.com,erro,,
WOTI World of Tomorrow Institute GmbH,Austria,https://www.mayority-game.com/,erro,,
Wushu Studios,United Kingdom of Great Britain and Northern Ireland,https://wushustudios.com/,sem-arte,https://wushustudios.com/careers/,
WW1 Game Series,Netherlands,http://www.ww1gameseries.com,erro,,
Xploro,United Kingdom of Great Britain and Northern Ireland,https://xploro.health/,sem-careers,https://xploro.health/,
xSCAPE GAMES,United States of America,https://www.xscapegames.com/,sem-careers,https://www.xscapegames.com/,
XSEED Games,United States of America,https://www.xseedgames.com/,erro,,
Yacht Club Games,United States of America,https://www.yachtclubgames.com/,sem-arte,https://www.yachtclubgames.com/careers/,
YallaPlay,United States of America,https://www.yallaplay.com/,sem-arte,https://www.yallaplay.com/careers,
Yodo1,Global,https://www.yodo1.com/about-us/,sem-arte,https://www.yodo1.com/careers,
Zapdot,United States of America,https://zapdot.com/,sem-arte,https://zapdot.com/#careers,
Zebra Partners,United States of America,http://www.zebrapartners.net,erro,,
Zelgor Games,United States of America,https://zelgor.com/,sem-careers,https://zelgor.com/,
Zenly,France,https://zen.ly/,sem-careers,https://zen.ly/,
ZeptoLab,Spain,https://www.zeptolab.com/,sem-careers,https://www.zeptolab.com/,
Ziva Dynamics,Canada,https://zivadynamics.com/,sem-arte,https://unity.com/careers,
ABOUT ZOIC,Canada,https://www.zoicstudios.com/,sem-careers,https://www.zoicstudios.com/,
Zynga,United States of America,https://zynga.com/,sem-arte,https://www.zynga.com/jobs/careers/,
