ats,token,titulo,local,url,id,internal_job_id,disciplina_vini,ja_no_painel
greenhouse,scopely,Associate Global Mobility Partner,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5233319008?gh_jid=5233319008,5233319008,4481051008,nao,nova
greenhouse,scopely,Associate Product Manager,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5409500008?gh_jid=5409500008,5409500008,4540886008,nao,nova
greenhouse,scopely,Associate Product Marketing Manager- Monopoly Go!,"US - Culver City, United States",https://job-boards.greenhouse.io/scopely/jobs/5375411008?gh_jid=5375411008,5375411008,4525050008,nao,nova
greenhouse,scopely,Client Engineer,"CH - Shanghai, China",https://job-boards.greenhouse.io/scopely/jobs/5196204008?gh_jid=5196204008,5196204008,4463234008,nao,nova
greenhouse,scopely,Client Engineer,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5342840008?gh_jid=5342840008,5342840008,4513770008,nao,nova
greenhouse,scopely,Commercial Counsel,"US - Culver City, United States",https://job-boards.greenhouse.io/scopely/jobs/5221008008?gh_jid=5221008008,5221008008,4475090008,nao,nova
greenhouse,scopely,Creative Marketing Manager,"CH - Shanghai, China",https://job-boards.greenhouse.io/scopely/jobs/5276789008?gh_jid=5276789008,5276789008,4496378008,nao,nova
greenhouse,scopely,"Creative Production Manager, User Acquisition","MX - Mexico City, Mexico",https://job-boards.greenhouse.io/scopely/jobs/5238543008?gh_jid=5238543008,5238543008,4483517008,nao,nova
greenhouse,scopely,Creator Strategy & Growth Manager,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5398040008?gh_jid=5398040008,5398040008,4536483008,nao,nova
greenhouse,scopely,DEI Partner,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5180550008?gh_jid=5180550008,5180550008,4456122008,nao,nova
greenhouse,scopely,Data Analyst (CRM),"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5212408008?gh_jid=5212408008,5212408008,4470836008,nao,nova
greenhouse,scopely,Data Analyst - MARVEL Strike Force,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5301857008?gh_jid=5301857008,5301857008,4505179008,nao,nova
greenhouse,scopely,Data Analyst - MARVEL Strike Force,CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5397611008?gh_jid=5397611008,5397611008,4505179008,nao,nova
greenhouse,scopely,Data Governance Expert,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/4980008008?gh_jid=4980008008,4980008008,4365099008,nao,nova
greenhouse,scopely,Director of Community - Unannounced Project,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5400350008?gh_jid=5400350008,5400350008,4537674008,nao,nova
greenhouse,scopely,Director of Live Roadmap & Release Operations | MONOPOLY GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5363713008?gh_jid=5363713008,5363713008,4329180008,nao,nova
greenhouse,scopely,Director of Marketing - Monster Hunter Now,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5021595008?gh_jid=5021595008,5021595008,4381206008,nao,nova
greenhouse,scopely,"Director of Marketing, North America - Pikmin Bloom","US - San Francisco, United States",https://job-boards.greenhouse.io/scopely/jobs/4981705008?gh_jid=4981705008,4981705008,4366002008,nao,nova
greenhouse,scopely,Director of Product,"CH - Shanghai, China",https://job-boards.greenhouse.io/scopely/jobs/4994957008?gh_jid=4994957008,4994957008,4372277008,nao,nova
greenhouse,scopely,Director of Product (Features) - Star Trek Fleet Command,"GB - London, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5039429008?gh_jid=5039429008,5039429008,4390112008,nao,nova
greenhouse,scopely,Director of Product (Features) - Star Trek Fleet Command,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5390687008?gh_jid=5390687008,5390687008,4390112008,nao,nova
greenhouse,scopely,Director of Product (Features) - Star Trek Fleet Command,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5390680008?gh_jid=5390680008,5390680008,4390112008,nao,nova
greenhouse,scopely,Director of Product - Monopoly GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5294094008?gh_jid=5294094008,5294094008,4503474008,nao,nova
greenhouse,scopely,"Director, Cloud Governance",CA - Canada; US - United States,https://job-boards.greenhouse.io/scopely/jobs/5352490008?gh_jid=5352490008,5352490008,4516130008,nao,nova
greenhouse,scopely,"Director, Legal Operations","US - Culver City, California, United States",https://job-boards.greenhouse.io/scopely/jobs/5414563008?gh_jid=5414563008,5414563008,4543297008,nao,nova
greenhouse,scopely,"Director, Performance Marketing","CH - Shanghai, China",https://job-boards.greenhouse.io/scopely/jobs/5281535008?gh_jid=5281535008,5281535008,4484026008,nao,nova
greenhouse,scopely,"Director, Performance Marketing -  Unannounced ARPG Mobile Game",US - United States,https://job-boards.greenhouse.io/scopely/jobs/5239651008?gh_jid=5239651008,5239651008,4484026008,nao,nova
greenhouse,scopely,"Director, Quality Assurance","US - Culver City, United States",https://job-boards.greenhouse.io/scopely/jobs/5383261008?gh_jid=5383261008,5383261008,4529081008,nao,nova
greenhouse,scopely,"Director, Senior Employment Counsel (Global)","ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5287064008?gh_jid=5287064008,5287064008,4500569008,nao,nova
greenhouse,scopely,Engineer Manager (Unity) - WWE Champions,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5347393008?gh_jid=5347393008,5347393008,4514857008,nao,nova
greenhouse,scopely,Engineering Manager,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5282364008?gh_jid=5282364008,5282364008,4498177008,nao,nova
greenhouse,scopely,Engineering Manager (Backend ) - WWE Champions,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5347395008?gh_jid=5347395008,5347395008,4514858008,nao,nova
greenhouse,scopely,"Engineering Manager, Client (Unity) - Unannounced Project","ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5414234008?gh_jid=5414234008,5414234008,4543119008,nao,nova
greenhouse,scopely,Executive Producer  - WWE Champions,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5320399008?gh_jid=5320399008,5320399008,4509353008,nao,nova
greenhouse,scopely,Executive Talent Acquisition and Operations Coordinator,"US - Culver City, United States",https://job-boards.greenhouse.io/scopely/jobs/5289461008?gh_jid=5289461008,5289461008,4501751008,nao,nova
greenhouse,scopely,Game Design Director - Star Trek Fleet Command,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5390693008?gh_jid=5390693008,5390693008,4463268008,nao,nova
greenhouse,scopely,Game Design Director - Star Trek Fleet Command,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5390694008?gh_jid=5390694008,5390694008,4463268008,nao,nova
greenhouse,scopely,Game Design Director - Star Trek Fleet Command,"GB - London, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5196257008?gh_jid=5196257008,5196257008,4463268008,nao,nova
greenhouse,scopely,Game Designer - Wheel of Fortune!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5404699008?gh_jid=5404699008,5404699008,4538493008,nao,nova
greenhouse,scopely,General Ledger Accountant,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5255568008?gh_jid=5255568008,5255568008,4489679008,nao,nova
greenhouse,scopely,General Manager - Monster Hunter Now,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5195469008?gh_jid=5195469008,5195469008,4462865008,nao,nova
greenhouse,scopely,Global Live Event Marketing Manager - Pikmin Bloom,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5215189008?gh_jid=5215189008,5215189008,4472322008,nao,nova
greenhouse,scopely,IT Support Technician,"ES - Seville, Spain",https://job-boards.greenhouse.io/scopely/jobs/5413582008?gh_jid=5413582008,5413582008,4542809008,nao,nova
greenhouse,scopely,Intern - Game Design (Slot),"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5256167008?gh_jid=5256167008,5256167008,4489930008,nao,nova
greenhouse,scopely,Lead 3D Artist - Monopoly GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5398038008?gh_jid=5398038008,5398038008,4536482008,nao,JA-FEITO
greenhouse,scopely,Lead Finance Analyst,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5386596008?gh_jid=5386596008,5386596008,4530725008,nao,nova
greenhouse,scopely,Lead Finance Analyst,"GB - London, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5393200008?gh_jid=5393200008,5393200008,4530725008,nao,nova
greenhouse,scopely,Lead Game Capture Artist,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5395416008?gh_jid=5395416008,5395416008,4535139008,nao,nova
greenhouse,scopely,Lead Product Manager (Performance) - Star Trek Fleet Command,"IL - Tel Aviv, Israel",https://job-boards.greenhouse.io/scopely/jobs/5222107008?gh_jid=5222107008,5222107008,4475590008,nao,nova
greenhouse,scopely,Lead Product Manager - Star Trek Fleet Command,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5191999008?gh_jid=5191999008,5191999008,4461158008,nao,nova
greenhouse,scopely,Lead QA Engineer,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5371149008?gh_jid=5371149008,5371149008,4522855008,nao,nova
greenhouse,scopely,Lead Systems Designer - Star Trek Fleet Command,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5388806008?gh_jid=5388806008,5388806008,4526930008,nao,nova
greenhouse,scopely,Lead Systems Designer - Star Trek Fleet Command,"GB - London, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5379017008?gh_jid=5379017008,5379017008,4526930008,nao,nova
greenhouse,scopely,Lead Systems Designer - Star Trek Fleet Command,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5388807008?gh_jid=5388807008,5388807008,4526930008,nao,nova
greenhouse,scopely,Lead Technical Artist,"CH - Shanghai, China",https://job-boards.greenhouse.io/scopely/jobs/5256146008?gh_jid=5256146008,5256146008,4489925008,nao,nova
greenhouse,scopely,Lead Technical Product Manager - MONOPOLY GO!,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5380596008?gh_jid=5380596008,5380596008,4527742008,nao,nova
greenhouse,scopely,Lead UI Artist - MONOPOLY GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5396799008?gh_jid=5396799008,5396799008,4535798008,nao,nova
greenhouse,scopely,Licensing Operations Coordinator,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5407344008?gh_jid=5407344008,5407344008,4539760008,nao,nova
greenhouse,scopely,Licensing Operations Coordinator,CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5413072008?gh_jid=5413072008,5413072008,4539760008,nao,nova
greenhouse,scopely,Lighting and VFX Lead,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/4592695008?gh_jid=4592695008,4592695008,4203913008,nao,nova
greenhouse,scopely,"Manager I, Performance Marketing",CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5193836008?gh_jid=5193836008,5193836008,4462031008,nao,nova
greenhouse,scopely,"Manager, CRM & Lifecycle","ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5395360008?gh_jid=5395360008,5395360008,4535106008,nao,nova
greenhouse,scopely,Marketing Intelligence & AI Automation Manager,"MX - Mexico City, Mexico",https://job-boards.greenhouse.io/scopely/jobs/5394541008?gh_jid=5394541008,5394541008,4534759008,nao,nova
greenhouse,scopely,Motion Designer Lead,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5397082008?gh_jid=5397082008,5397082008,4535959008,nao,nova
greenhouse,scopely,Partner Success Manager - Unannounced Project,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5343699008?gh_jid=5343699008,5343699008,4514019008,nao,nova
greenhouse,scopely,People Technology Project Manager,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5255594008?gh_jid=5255594008,5255594008,4489697008,nao,nova
greenhouse,scopely,Performance Marketing Director,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5282076008?gh_jid=5282076008,5282076008,4498046008,nao,nova
greenhouse,scopely,Performance Marketing Manager,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5216080008?gh_jid=5216080008,5216080008,4472808008,nao,nova
greenhouse,scopely,Playable Ads Developer_Flamed,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5323963008?gh_jid=5323963008,5323963008,4510066008,nao,nova
greenhouse,scopely,Player Services Representative,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5410401008?gh_jid=5410401008,5410401008,4541341008,nao,nova
greenhouse,scopely,Pokémon GO Game Producer - In-game Live Events,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5380382008?gh_jid=5380382008,5380382008,4470450008,nao,nova
greenhouse,scopely,Principal Software Engineer (Unity) - WWE Champions,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5347405008?gh_jid=5347405008,5347405008,4514863008,nao,nova
greenhouse,scopely,Principal Systems Designer,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5406914008?gh_jid=5406914008,5406914008,4539555008,nao,nova
greenhouse,scopely,Principal Systems Designer,CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5413049008?gh_jid=5413049008,5413049008,4539555008,nao,nova
greenhouse,scopely,Principal UX designer - Monopoly GO!,"ES - Seville, Spain",https://job-boards.greenhouse.io/scopely/jobs/5294097008?gh_jid=5294097008,5294097008,4503476008,nao,nova
greenhouse,scopely,Producer - MONOPOLY GO!,"US - Culver City, California, United States",https://job-boards.greenhouse.io/scopely/jobs/5413351008?gh_jid=5413351008,5413351008,4541878008,nao,nova
greenhouse,scopely,Producer - MONOPOLY GO!,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5411631008?gh_jid=5411631008,5411631008,4541878008,nao,nova
greenhouse,scopely,Product Manager Performance - Star Trek Fleet Command,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5180566008?gh_jid=5180566008,5180566008,4456130008,nao,nova
greenhouse,scopely,Product Marketing Manager - Star Trek,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5380598008?gh_jid=5380598008,5380598008,4527743008,nao,nova
greenhouse,scopely,Product Marketing Manager - Star Trek,"GB - London, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5389041008?gh_jid=5389041008,5389041008,4527743008,nao,nova
greenhouse,scopely,Product Marketing Manager - Star Trek,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5389044008?gh_jid=5389044008,5389044008,4527743008,nao,nova
greenhouse,scopely,Product Marketing Manager - Star Trek,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5389045008?gh_jid=5389045008,5389045008,4527743008,nao,nova
greenhouse,scopely,Product Marketing Manager- Monopoly Go!,"US - Culver City, United States",https://job-boards.greenhouse.io/scopely/jobs/5375407008?gh_jid=5375407008,5375407008,4525048008,nao,nova
greenhouse,scopely,Production Director – Seasonal Content,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5364642008?gh_jid=5364642008,5364642008,4445370008,nao,nova
greenhouse,scopely,Production Director – Seasonal Content | MONOPOLY GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5363714008?gh_jid=5363714008,5363714008,4445370008,nao,nova
greenhouse,scopely,Production Director – Seasonal Content | MONOPOLY GO!,GB - United Kingdom,https://job-boards.greenhouse.io/scopely/jobs/5157412008?gh_jid=5157412008,5157412008,4445370008,nao,nova
greenhouse,scopely,Senior 3D Artist - Monopoly GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5398026008?gh_jid=5398026008,5398026008,4536474008,nao,JA-FEITO
greenhouse,scopely,Senior AI Engineer_FLAMED,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5342333008?gh_jid=5342333008,5342333008,4513644008,nao,nova
greenhouse,scopely,Senior Accounting Associate,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5255570008?gh_jid=5255570008,5255570008,4489680008,nao,nova
greenhouse,scopely,Senior Agentic AI Engineer - Gen AI,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5395775008?gh_jid=5395775008,5395775008,4535323008,nao,nova
greenhouse,scopely,Senior Analytics Engineer,"MX - Mexico City, Mexico",https://job-boards.greenhouse.io/scopely/jobs/5250464008?gh_jid=5250464008,5250464008,4487320008,nao,nova
greenhouse,scopely,Senior Analytics Engineer,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/4596685008?gh_jid=4596685008,4596685008,4205625008,nao,nova
greenhouse,scopely,Senior Animator – MONOPOLY GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5396208008?gh_jid=5396208008,5396208008,4535536008,nao,nova
greenhouse,scopely,"Senior CRM Manager, Star Trek Fleet Command","ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5212406008?gh_jid=5212406008,5212406008,4470835008,nao,nova
greenhouse,scopely,Senior Cloud Security Engineer,"US - Bellevue, United States",https://job-boards.greenhouse.io/scopely/jobs/5110280008?gh_jid=5110280008,5110280008,4422813008,nao,nova
greenhouse,scopely,Senior Combat Designer,"ES - Barcelona, Spain; GB - London, United Kingdom; IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5284001008?gh_jid=5284001008,5284001008,4498916008,nao,nova
greenhouse,scopely,Senior Community Manager - MARVEL Strike  Force,CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5382921008?gh_jid=5382921008,5382921008,4528908008,nao,nova
greenhouse,scopely,Senior Community Manager - MARVEL Strike Force,"MX - Mexico City, Mexico",https://job-boards.greenhouse.io/scopely/jobs/5398783008?gh_jid=5398783008,5398783008,4528908008,nao,nova
greenhouse,scopely,"Senior Data Scientist, Marketing","US - San Francisco, United States",https://job-boards.greenhouse.io/scopely/jobs/5234167008?gh_jid=5234167008,5234167008,4481444008,nao,nova
greenhouse,scopely,Senior Director of Community - New Game,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5220555008?gh_jid=5220555008,5220555008,4474866008,nao,nova
greenhouse,scopely,"Senior Director of Product, Performance - Unannounced Title","CH - Shanghai, China",https://job-boards.greenhouse.io/scopely/jobs/5388771008?gh_jid=5388771008,5388771008,4506582008,nao,nova
greenhouse,scopely,"Senior Director of Product, Performance - Unannounced Title","US - Culver City, United States; US - United States",https://job-boards.greenhouse.io/scopely/jobs/5308474008?gh_jid=5308474008,5308474008,4506582008,nao,nova
greenhouse,scopely,"Senior Director of Product, Roadmap",CA - Canada; US - United States,https://job-boards.greenhouse.io/scopely/jobs/5287656008?gh_jid=5287656008,5287656008,4500880008,nao,nova
greenhouse,scopely,"Senior Director, Marketing – New Game Launch","ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5123217008?gh_jid=5123217008,5123217008,4429449008,nao,nova
greenhouse,scopely,"Senior Director, Product - Live Game (Pokémon GO)","US - San Francisco, United States",https://job-boards.greenhouse.io/scopely/jobs/4981697008?gh_jid=4981697008,4981697008,4365998008,nao,nova
greenhouse,scopely,Senior Economy Designer - Monster Hunter Now,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/4981693008?gh_jid=4981693008,4981693008,4365996008,nao,nova
greenhouse,scopely,"Senior Engineer, Graphics - Unannounced Project","ES - Barcelona, Spain; ES - Spain; GB - United Kingdom; IE - Ireland; PT - Portugal",https://job-boards.greenhouse.io/scopely/jobs/5368795008?gh_jid=5368795008,5368795008,4521729008,nao,nova
greenhouse,scopely,Senior Game Producer - WWE Champions,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5298505008?gh_jid=5298505008,5298505008,4504414008,nao,nova
greenhouse,scopely,"Senior Manager, Global Compensation Programs","US - Culver City, California, United States",https://job-boards.greenhouse.io/scopely/jobs/5416591008?gh_jid=5416591008,5416591008,4486396008,nao,nova
greenhouse,scopely,"Senior Manager, Global Compensation Programs","US - San Francisco, United States",https://job-boards.greenhouse.io/scopely/jobs/5248500008?gh_jid=5248500008,5248500008,4486396008,nao,nova
greenhouse,scopely,Senior Marquee Talent Partner,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5350758008?gh_jid=5350758008,5350758008,4515721008,nao,nova
greenhouse,scopely,Senior Motion Designer,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5394587008?gh_jid=5394587008,5394587008,4534781008,nao,nova
greenhouse,scopely,Senior People Business Partner_Monopoly GO,"ES - Seville, Spain",https://job-boards.greenhouse.io/scopely/jobs/5352492008?gh_jid=5352492008,5352492008,4516131008,nao,nova
greenhouse,scopely,Senior Platform Engineer (Reliability) - Unannounced Project,ES - Spain; GB - United Kingdom; IE - Ireland; PT - Portugal,https://job-boards.greenhouse.io/scopely/jobs/5081833008?gh_jid=5081833008,5081833008,4409020008,nao,nova
greenhouse,scopely,Senior Producer,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5343533008?gh_jid=5343533008,5343533008,4513968008,nao,nova
greenhouse,scopely,Senior Producer - Star Trek Fleet Command,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5390702008?gh_jid=5390702008,5390702008,4461119008,nao,nova
greenhouse,scopely,Senior Producer - Star Trek Fleet Command,"GB - London, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5191920008?gh_jid=5191920008,5191920008,4461119008,nao,nova
greenhouse,scopely,Senior Producer - Star Trek Fleet Command,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5390699008?gh_jid=5390699008,5390699008,4461119008,nao,nova
greenhouse,scopely,Senior Producer - WWE Champions,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5283484008?gh_jid=5283484008,5283484008,4498654008,nao,nova
greenhouse,scopely,Senior Producer - WWE Champions,CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5398789008?gh_jid=5398789008,5398789008,4498654008,nao,nova
greenhouse,scopely,Senior Product Analyst - MONOPOLY GO!,"US - Culver City, United States",https://job-boards.greenhouse.io/scopely/jobs/5409516008?gh_jid=5409516008,5409516008,4540829008,nao,nova
greenhouse,scopely,Senior Product Analyst - MONOPOLY GO!,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5409401008?gh_jid=5409401008,5409401008,4540829008,nao,nova
greenhouse,scopely,Senior Product Analyst - Stumble Guys!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5285387008?gh_jid=5285387008,5285387008,4499713008,nao,nova
greenhouse,scopely,Senior Product Analyst - Stumble Guys!,"GB - Dundee, United Kingdom",https://job-boards.greenhouse.io/scopely/jobs/5384536008?gh_jid=5384536008,5384536008,4499713008,nao,nova
greenhouse,scopely,Senior Product Analyst - Stumble Guys!,"IL - Tel Aviv, Israel",https://job-boards.greenhouse.io/scopely/jobs/5384531008?gh_jid=5384531008,5384531008,4499713008,nao,nova
greenhouse,scopely,Senior Product Manager - Star Trek Fleet Command,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5323238008?gh_jid=5323238008,5323238008,4509887008,nao,nova
greenhouse,scopely,Senior Product Manager - Unannounced Project,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/4662583008?gh_jid=4662583008,4662583008,4231418008,nao,nova
greenhouse,scopely,Senior Product Manager performance - Monopoly GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5396883008?gh_jid=5396883008,5396883008,4535843008,nao,nova
greenhouse,scopely,Senior Product Marketing Manager - Pikmin Bloom,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5215191008?gh_jid=5215191008,5215191008,4472323008,nao,nova
greenhouse,scopely,Senior QA Engineer,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5399871008?gh_jid=5399871008,5399871008,4537422008,nao,nova
greenhouse,scopely,Senior Security Compliance Engineer,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5181482008?gh_jid=5181482008,5181482008,4456549008,nao,nova
greenhouse,scopely,"Senior Security Engineer, Software","CH - Zurich, Switzerland",https://job-boards.greenhouse.io/scopely/jobs/5250466008?gh_jid=5250466008,5250466008,4487321008,nao,nova
greenhouse,scopely,Senior Software Engineer (Game Development) - Pikmin Bloom,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5180929008?gh_jid=5180929008,5180929008,4456271008,nao,nova
greenhouse,scopely,Senior Software Engineer (Gaming Full Stack) - WWE Champions,US - United States,https://job-boards.greenhouse.io/scopely/jobs/5372408008?gh_jid=5372408008,5372408008,4523500008,nao,nova
greenhouse,scopely,Senior Software Engineer (Gaming Full Stack) - WWE Champions,CA - Canada,https://job-boards.greenhouse.io/scopely/jobs/5398786008?gh_jid=5398786008,5398786008,4523500008,nao,nova
greenhouse,scopely,Senior Software Engineer (Gaming Full Stack) - WWE Champions,"MX - Mexico City, Mexico",https://job-boards.greenhouse.io/scopely/jobs/5398787008?gh_jid=5398787008,5398787008,4523500008,nao,nova
greenhouse,scopely,Senior Software Engineer (Unity),"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5360707008?gh_jid=5360707008,5360707008,4518075008,nao,nova
greenhouse,scopely,Senior Software Engineer (Unity) - WWE Champions,"IN - Bangalore, India",https://job-boards.greenhouse.io/scopely/jobs/5298507008?gh_jid=5298507008,5298507008,4504415008,nao,nova
greenhouse,scopely,"Senior Technical Director, Release Management & Automation (AI)","ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5238541008?gh_jid=5238541008,5238541008,4483516008,nao,nova
greenhouse,scopely,Senior Technology Auditor,"US - Culver City, California, United States",https://job-boards.greenhouse.io/scopely/jobs/5412856008?gh_jid=5412856008,5412856008,4542473008,nao,nova
greenhouse,scopely,Senior Test Platform & Reliability Engineer - Star Trek Fleet Command,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5347517008?gh_jid=5347517008,5347517008,4514883008,nao,nova
greenhouse,scopely,Senior UI Artist - MONOPOLY GO!,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5396797008?gh_jid=5396797008,5396797008,4535797008,nao,nova
greenhouse,scopely,Senior UX Designer - Monster Hunter Now,"JP - Tokyo, Japan",https://job-boards.greenhouse.io/scopely/jobs/5238547008?gh_jid=5238547008,5238547008,4483519008,nao,nova
greenhouse,scopely,Senior UX Designer - Star Trek Fleet Command,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/5399532008?gh_jid=5399532008,5399532008,4537230008,nao,nova
greenhouse,scopely,Senior UX Designer - Star Trek Fleet Command,"IE - Dublin, Ireland",https://job-boards.greenhouse.io/scopely/jobs/5414911008?gh_jid=5414911008,5414911008,4537230008,nao,nova
greenhouse,scopely,Senior UX Designer - Star Trek Fleet Command,GB - United Kingdom,https://job-boards.greenhouse.io/scopely/jobs/5414912008?gh_jid=5414912008,5414912008,4537230008,nao,nova
greenhouse,scopely,Senior/Software Engineer,"ES - Barcelona, Spain",https://job-boards.greenhouse.io/scopely/jobs/4596752008?gh_jid=4596752008,4596752008,4205650008,nao,nova
