fonte,estudio,pais,cidade,site,ja_na_campanha,tem_vaga_disciplina,url_da_vaga,veto_encontrado,observacao
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,LAIKA,United States,Hillsboro,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 5 vaga(s) na planilha, de outras areas: Assistant to the Head of Television; Business Systems Software Engineer; Health & Environmental Program Manager; Marketing Coordinator; Rapid Prototype Production Supervisor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Thea Energy,United States,Kearny,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: VFX Network Engineer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Chinese Room,England,Brighton,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Concept/UI Artist; Level Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Od Studios,Canada,Vancouver,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Rigging Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Spellwork,Germany,Berlin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: VFX Editor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Whisper,Wales,Cardiff,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Production Manager. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,BulletFarm,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Gameplay Designer; Lighting Artist; Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Eleventh Hour Games,United States,Dallas,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 5 vaga(s) na planilha, de outras areas: Backend Engineer; Community Manager; Environment Artist; Gameplay Engineer; VFX Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Certain Affinity,Canada,Toronto,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Materials Artist; Production Director. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,ILM,United States,San Francisco,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Environment Artist; QA Analyst; Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Lanning Animation,United States,Madison,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Hooligan Animation,Australia,Brisbane,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Red Barrels,Canada,Montreal,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Gameplay Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Basic Fun!,United States,Boca Raton,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Motion Graphics Editor/Production Assistant. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Sadfish,Canada,,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Concept Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,EDI,Italy,Milan,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Conforming Artist; Delivery Artist; Finishing Artist; Production Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,MY.GAMES,Netherlands,Amsterdam,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Game Designer; Project Manager. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Homa Games,France,Paris,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Economy Designer; Gameplay Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Nekki,Cyprus,Limassol,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Animator, 3D; Game Designer; Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Maxis,England,Guildford,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Development Director. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Sixteen Tons Entertainment,Germany,Berlin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: 2D/3D Artist; Engineer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Finitude,Germany,Berlin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Narrative Designer; Programmer; Unity Developer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Torpor Games,Germany,Berlin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 5 vaga(s) na planilha, de outras areas: Game Designer; Gameplay Programmer; Marketing/Community Manager; Producer; Tools Programmer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Ink and Light,Ireland,Dublin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Super Spline Studios,England,Leamington Spa,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Gameplay Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,UFX Studios,Belgium,Brussels,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Compositor; Environment Artist; Production Assistant. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,46 Entertainment,United States,Gallatin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Audio Department Head. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,ATTN:,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Editor; Recruiter. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Hyper Luminal Games,Scotland,Dundee,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Game Designer; Programmer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,three bohemians,Czech Republic,Prague,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Animator, 3D; FX Artist; Lighting Artist; Technical Animator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Hand Rock Studio,Malta,Żejtun,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Salt Productions,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Illusorium Animation Studios,Spain,Madrid,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: FX Artist; Line Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Aristocrat,Bulgaria,Sofia,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: 2D Artist; 2D/3D Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,d3t,England,Daresbury,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Atomhawk,England,Newcastle,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: UI/UX Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Easybrain,Cyprus,Limassol,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 2D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Unfold Games,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Seismic Squirrel,United States,Austin,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Game Tester; Technical Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Telescope Games,United States,Manchester,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Engineer; Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,10:10 Games,England,Warrington,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Executive Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Moon Active,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Level Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Koffeecup,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: UI Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,A+C Studios,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 8 vaga(s) na planilha, de outras areas: Animation Director; Compositor; Editor; Stop Motion 1st A.D.; Stop Motion Camera Operator; Stop Motion Gaffer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Nixxes,Netherlands,Utrecht,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Graphics Programmer; Optimization Programmer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Uppercut,United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Editor; Motion Designer; VFX Assistant. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Gram Games,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Associate Director UA; VFX Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Roarty Digital Inc,Canada,Vancouver,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Lighting Artist; VFX Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Midas VFX,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Generalist, 3D; Matte Painter. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,University of Hawaii at Manoa,United States,Honolulu,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Assistant Professor in 3D Animation. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Legendary Entertainment,United States,Burbank,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Compositor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Picture Shop,United States,Burbank,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Colorist; Data I/O Operator; Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Fuse Games,England,Guildford,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Cinematic Artist; Producer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,La Cabane Productions,France,Paris,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Editor. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,The Creative Store,New Zealand,Auckland,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Graphic Designer; Motion Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Redly Games,Finland,Helsinki,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Game Engineer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Secret Mode,England,Sheffield,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: QA Tester; Technical Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Wolcen Studio,France,Nice,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Environment Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Pretty Cool Games,England,Knottingley,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 4 vaga(s) na planilha, de outras areas: Concept Artist; Environment Artist; Game Designer; Level Designer. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Target Creative,United States,Minneapolis,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 3 vaga(s) na planilha, de outras areas: Producer; Production Manager. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Mosaic Studios,United States,New York City,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 2 vaga(s) na planilha, de outras areas: Compositor; Production Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Imagic TV,Spain,Barcelona,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Animator, 3D. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,"The Third Floor, Inc.",United States,Los Angeles,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Production Coordinator. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,DLVR,United States,New York City,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: 3D Artist. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Guerrilla Games,Netherlands,Amsterdam,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Technical Director. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
tinyurl.com/Animation-VFX-Game-job-studios -> planilha Google 1eR2oAXOuflr8CZeGoz3JTrsgNj3KuefbdXJOmNtjEVM,Topdeck Productions,England,London,,nao,nao,,,"ESTUDIO NOVO em escopo, sem vaga da disciplina do Vini no momento. 1 vaga(s) na planilha, de outras areas: Art Director. Anuncios NAO baixados nem verificados - a checagem de veto so foi feita nas vagas da disciplina."
