# FILA DA EUROPA (+ Oceania), colhida do gamedevmap em 08/09 a pedido do Vini.
# 4148 estudios unicos em 23 valores de pais. 2495 a campanha nunca tocou (nome nem dominio);
# 2072 desses tambem estao em escopo (tipo com time de arte).
# Colheita: https://www.gamedevmap.com/index.php?location=&country=<Pais>&state=&city=&query=&type=&start=<1|101|201|...>&count=100
#
# TRES ARMADILHAS MEDIDAS NESTA COLHEITA:
# (1) PAGINACAO NAO E page=. E start= com count=. Prova medida hoje na Suecia:
#     start=1   -> "10 Chambers" ... "Coldwood Interactive"
#     start=101 -> "Collecting Smiles" ... "Frostrok"   (nomes DIFERENTES, pagina de verdade)
#     page=2    -> "10 Chambers" ... "Coldwood Interactive"  (IDENTICA a pagina 1, armadilha)
#     Com page= a Suecia teria virado 100 estudios em vez de 644.
# (2) http:// PURO FALHA NESTE AMBIENTE (a ponte local responde "use CONNECT" e devolve 400 com
#     corpo vazio, fazendo o site parecer morto). Sempre https://.
# (3) O REINO UNIDO NAO EXISTE COMO UM PAIS SO no gamedevmap. country=United Kingdom devolve
#     apenas 17 residuos. O Reino Unido esta partido em England (790), Scotland (101), Wales (27)
#     e Northern Ireland (21) = 939. Quem pedir so "United Kingdom" perde 922 estudios.
#     Pela mesma logica a Tchequia e "Czechia", nao "Czech Republic" (que devolve zero).
# (4 - de 06/09, ainda vale) pagina de menos de 10 KB nao e pais vazio, e o firewall GoDaddy
#     recusando o IP. Espere 20s e repita.
#
# ORDENACAO: por densidade de cidade (Londres, Estocolmo, Helsinque, Copenhague, Malmo, Dublin,
# Berlim, Hamburgo, Munique, Paris, Bordeaux, Montpellier, Amsterda, Varsovia, Cracovia, Barcelona,
# Madri, Praga, Lisboa, Milao), depois pais e nome.
#
# COLUNAS: nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
#   conhecido: NOVO | ja conhecido (painel/csv) | ja na fila gamedevmap 06/09
#   escopo:    em-escopo | fora-de-escopo (Investment, Organization, Health, School, Recruiting...)
#   triagem:   nao-triado | o veredito da triagem de 08/09 quando houve
nome,tipo,cidade,estado,pais,site,conhecido,escopo,triagem
Nnooo,Developer,Sydney,New South Wales,Australia,http://www.nnooo.com/,NOVO,em-escopo,nao-triado
Noble Steed Games,Developer,Surry Hills,New South Wales,Australia,https://noblesteedgames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Noisy Nit Games,Mobile,Umina Beach,New South Wales,Australia,https://noisynitgames.com/,NOVO,em-escopo,nao-triado
Normal Wholesome Games,Developer,Melbourne,Victoria,Australia,https://www.normalwholesomegames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Not Dead Designer,Developer,Melbourne,Victoria,Australia,https://www.kanaquestgame.com,NOVO,em-escopo,nao-triado
ODD Games,Developer,Adelaide,South Australia,Australia,https://www.oddgames.com.au,NOVO,em-escopo,nao-triado
One Up Plus Entertainment,Developer,Sydney,New South Wales,Australia,https://www.oneupplustrust.com,NOVO,em-escopo,nao-triado
Onerat Games,Developer,Melbourne,Victoria,Australia,https://www.oneratgames.com,NOVO,em-escopo,nao-triado
Opaque Media Group,Extended Reality (XR),Melbourne,Victoria,Australia,https://www.opaque.media,NOVO,em-escopo,nao-triado
ORIGAME DIGITAL,Developer,Lismore,New South Wales,Australia,https://shop.tapiki.io/,NOVO,em-escopo,nao-triado
Panda Arcade,Mobile,Melbourne,Victoria,Australia,https://www.pandaarcade.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Panther Games,Developer,Canberra,Australian Capital Territory,Australia,http://www.panthergames.com/,NOVO,em-escopo,nao-triado
Paper Cactus Games,Developer,Adelaide,South Australia,Australia,https://www.papercactusgames.com/,NOVO,em-escopo,nao-triado
Paper House,Developer,Melbourne,Victoria,Australia,https://www.paperbarkgame.com,NOVO,em-escopo,nao-triado
Parasol Corp,Developer,Melbourne,Victoria,Australia,https://parasolcorp.dev/,NOVO,em-escopo,nao-triado
Pixel Drip Games,Developer,Adelaide,South Australia,Australia,https://pixeldripgames.com.au/,NOVO,em-escopo,nao-triado
Pixel Heart Studio,Developer,Gold Coast,Queensland,Australia,https://pixelheartstudios.co/,NOVO,em-escopo,nao-triado
Playside Studios,Developer,Melbourne,Victoria,Australia,https://playsidestudios.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Pond Games,Developer,Adelaide,South Australia,Australia,https://pond.games/,NOVO,em-escopo,nao-triado
Powerhoof,Developer,Melbourne,Victoria,Australia,https://www.powerhoof.com,NOVO,em-escopo,nao-triado
Prey Tell Stories,Developer,Melbourne,Victoria,Australia,https://preytellstories.com/,NOVO,em-escopo,nao-triado
Prideful Sloth,Developer,Brisbane,Queensland,Australia,https://pridefulsloth.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Protostar,Developer,Brisbane,Queensland,Australia,https://www.protostargames.com,NOVO,em-escopo,nao-triado
QLoud Games,Developer,Sydney,New South Wales,Australia,https://loftia.gg/,NOVO,em-escopo,nao-triado
Real Serious Games,Serious Games,Fortitude Valley,Queensland,Australia,https://www.realseriousgames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Red Dog Studios,Developer and Publisher,Karratha,Western Australia,Australia,https://www.reddogstudios.com.au/,NOVO,em-escopo,nao-triado
Red Sprite Studios,Developer,Brisbane,Queensland,Australia,http://www.redspritestudios.com/,NOVO,em-escopo,nao-triado
RefresherTowel Games,Developer,Innisfall,Queensland,Australia,https://refreshertowelgames.wordpress.com/,NOVO,em-escopo,nao-triado
Revolutionary Concepts,Mobile,Melbourne,Victoria,Australia,https://revolutionaryconcepts.games/,NOVO,em-escopo,nao-triado
Riot Games,Online,Sydney,New South Wales,Australia,https://www.riotgames.com,ja conhecido (painel/csv),em-escopo,nao-triado
Robot Circus,Developer,Melbourne,Victoria,Australia,https://robot-circus.com/,NOVO,em-escopo,nao-triado
Rockstar Australia,Developer,Sydney,New South Wales,Australia,https://www.rockstargames.com/,ja conhecido (painel/csv),em-escopo,nao-triado
Rotub Games,Developer,Sydney,New South Wales,Australia,https://rotub.itch.io/,NOVO,em-escopo,nao-triado
Salty Games,Developer,Darwin,Northern Territory,Australia,https://www.saltygames.com.au/,NOVO,em-escopo,nao-triado
Samurai Punk,Developer,Melbourne,Victoria,Australia,https://www.samuraipunk.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Sbug Games,Developer,Brisbane,Queensland,Australia,https://webbed.website,NOVO,em-escopo,nao-triado
Screwtape Studios,Developer,Brisbane,Queensland,Australia,https://www.screwtape.net/,NOVO,em-escopo,nao-triado
Seabank Digital Productions,Developer,Melbourne,Victoria,Australia,https://grandvoyagegame.com/,NOVO,em-escopo,nao-triado
Searching Interactive,Developer,Melbourne,Victoria,Australia,https://www.searchinginteractive.com/,NOVO,em-escopo,nao-triado
Secret Lab,Mobile,Hobart,Tasmania,Australia,https://www.secretlab.com.au,NOVO,em-escopo,nao-triado
See More Games,Microstudio,Lane Cove North,New South Wales,Australia,https://seemore.games/,NOVO,em-escopo,nao-triado
Sega Australia,Publisher,Sydney,New South Wales,Australia,https://www.sega.com,NOVO,fora-de-escopo,nao-triado
Shark Jump,Developer,Adelaide,South Australia,Australia,https://www.sharkjumpstudios.com,NOVO,em-escopo,nao-triado
Sidebar Games,Developer,Brisbane,Queensland,Australia,https://www.golfstorygame.com,NOVO,em-escopo,nao-triado
Sledgehammer Games (Activision),Developer,Melbourne,Victoria,Australia,https://sledgehammergames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Smash Attack Studios,Mobile,Launceston,Tasmania,Australia,https://smashattackaus.com/,NOVO,em-escopo,nao-triado
SMG Studio,Developer,Melbourne,Victoria,Australia,https://www.smgstudio.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
SMG Studio,Developer,Ultimo,New South Wales,Australia,https://www.smgstudio.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Sorath Dev,Microstudio,Melbourne,Victoria,Australia,https://sorath.com/,NOVO,em-escopo,nao-triado
Space Dragon Games,Developer,Canberra,Australian Capital Territory,Australia,https://bsky.app/profile/spacedragongames.bsky.social,NOVO,em-escopo,nao-triado
Split Atom Labs,Mobile,Melbourne,Victoria,Australia,https://splitatomlabs.com/,NOVO,em-escopo,nao-triado
Spunge Games,Mobile,Brisbane,Queensland,Australia,https://www.spungegames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Starburnt Studios,Developer,Brisbane,Queensland,Australia,https://starburntstudios.wixsite.com/arqueskies,NOVO,em-escopo,nao-triado
Stick Sports,Mobile,Sydney,New South Wales,Australia,https://www.sticksports.com,NOVO,em-escopo,porta-ok:https://www.sticksports.com
Story City,Mobile,Brisbane,Queensland,Australia,https://about.storycity.app/,NOVO,em-escopo,nao-triado
Studio Drydock,Developer,Melbourne,Victoria,Australia,https://studiodrydock.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Studio Folly,Developer,Melbourne,Victoria,Australia,https://folly.studio/,NOVO,em-escopo,nao-triado
Stutter Fox Studios,Developer,Melbourne,Victoria,Australia,https://stutterfoxstudios.com/,NOVO,em-escopo,nao-triado
Subversive Games,Developer,Sydney,New South Wales,Australia,http://www.subversivegames.com,NOVO,em-escopo,nao-triado
Summerfall Studios,Developer,Melbourne,Victoria,Australia,https://www.summerfallstudios.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Super Spin Digital,Developer,Melbourne,Victoria,Australia,https://spinrhythmgame.com/,NOVO,em-escopo,nao-triado
Sweaty Chair,Mobile,Parramatta,New South Wales,Australia,https://www.sweatychair.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Sweaty Chair Studio,Developer,Sydney,New South Wales,Australia,https://www.sweatychair.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Take 2 Interactive Australia,Publisher,Hornsby,New South Wales,Australia,https://www.take2games.com/,NOVO,fora-de-escopo,nao-triado
Tantalus,Developer,Brisbane,Queensland,Australia,https://www.tantalus.com.au,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Tantalus,Developer,Melbourne,Victoria,Australia,https://www.tantalus.com.au/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Team Cherry,Developer,Adelaide,South Australia,Australia,https://www.teamcherry.com.au,NOVO,em-escopo,nao-triado
Team Fractal Alligator,Developer,Adelaide,South Australia,Australia,https://www.wrestledunk.com,NOVO,em-escopo,nao-triado
Team Shifty,Developer,Brisbane,Queensland,Australia,https://www.mrshifty.com,NOVO,em-escopo,nao-triado
Team WIBY,Developer,Brisbane,Queensland,Australia,https://www.phantomabyss.com,NOVO,em-escopo,nao-triado
Tempo Lab Games,Developer and Publisher,Sydney,New South Wales,Australia,https://www.tempolabgames.com/,NOVO,em-escopo,nao-triado
The Binary Mill,Mobile,Gold Coast,Queensland,Australia,https://thebinarymill.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
The Voxel Agents,Developer,Melbourne,Victoria,Australia,https://www.thevoxelagents.com,NOVO,em-escopo,nao-triado
Three Phase Interactive,Developer,Melbourne,Victoria,Australia,https://www.threephaseinteractive.com,NOVO,em-escopo,nao-triado
Tin Man Games,Mobile,Melbourne,Victoria,Australia,https://www.tinmangames.com.au,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Tinyware Games,Developer,City Beach,Western Australia,Australia,https://www.tinywaregames.com/,NOVO,em-escopo,nao-triado
Toast Interactive,Developer and Publisher,Brisbane,Queensland,Australia,https://toastinteractive.com/,NOVO,em-escopo,nao-triado
Toot Games,Developer,Melbourne,Victoria,Australia,https://tootgames.com.au/,NOVO,em-escopo,nao-triado
Top Chop Games,Mobile,Adelaide,South Australia,Australia,https://topchopgames.com/,NOVO,em-escopo,nao-triado
Tower Storm,Developer,Brisbane,Queensland,Australia,https://www.towerstorm.com/,NOVO,em-escopo,nao-triado
Toybox Games Studio,Developer,Melbourne,Victoria,Australia,https://toyboxgamesstudios.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
True Axis,Mobile,Melbourne,Victoria,Australia,https://www.trueaxis.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Two and a Half Studios,Developer,Hobart,Tasmania,Australia,https://twoandahalfstudios.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Unikat,Publisher,Perth,Western Australia,Australia,https://www.unikat-label.com/,NOVO,fora-de-escopo,nao-triado
UNIKAT Label,Publisher,Perth,Western Australia,Australia,https://www.unikat-label.com/,NOVO,fora-de-escopo,nao-triado
Uppercut Games,Developer and Publisher,Canberra,Australian Capital Territory,Australia,https://www.uppercut-games.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
VicScreen,Organization,Melbourne,Victoria,Australia,https://vicscreen.vic.gov.au/,NOVO,fora-de-escopo,nao-triado
Video Games Deluxe (Rockstar Australia),Online,Pyrmont,New South Wales,Australia,https://www.rockstargames.com/,ja conhecido (painel/csv),em-escopo,nao-triado
We Have Always Lived in the Forest,Developer,Adelaide,South Australia,Australia,https://darkwebstreamer.com/,NOVO,em-escopo,nao-triado
WeatherFell,Developer,Perth,Western Australia,Australia,https://weatherfell.carrd.co/,NOVO,em-escopo,nao-triado
WeForge Studio,Developer,Sydney,New South Wales,Australia,http://www.weforgestudio.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Wicked Witch Software,Developer,Melbourne,Victoria,Australia,https://www.wicked-witch.com.au,NOVO,em-escopo,nao-triado
Witch Beam,Developer,Brisbane,Queensland,Australia,https://www.witchbeam.com.au,ja conhecido (painel/csv),em-escopo,nao-triado
Wombat Brawler,Developer,Brisbane,Queensland,Australia,https://www.wombatbrawler.com/,NOVO,em-escopo,nao-triado
Wombat Brawler,Developer,Melbourne,Victoria,Australia,https://www.wombatbrawler.com/,NOVO,em-escopo,nao-triado
XRHealth,Health,Melbourne,Victoria,Australia,https://xr.health/,NOVO,fora-de-escopo,nao-triado
Yak & Co,Developer,Melbourne,Victoria,Australia,https://www.yakandco.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Zero Latency VR,Extended Reality (XR),Abbotsford,Victoria,Australia,https://zerolatencyvr.com/,NOVO,em-escopo,nao-triado
Awfully Nice Studios,Developer,Innsbruck,Tyrol,Austria,https://awfullynicestudios.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Blanksword,Developer,Vienna,Vienna,Austria,https://blanksword.carrd.co/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Bongfish,Developer,Graz,Steiermark,Austria,https://bongfish.com/,ja conhecido (painel/csv),em-escopo,"quadro personio vivo, 1 vagas, nenhuma da disciplina"
Broken Rules,Developer,Vienna,Vienna,Austria,https://www.brokenrul.es/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.brokenrul.es/jobs
ByteParrot,Developer,Linz,Upper Austria,Austria,https://byteparrot.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Clockstone Studio,Developer,Innsbruck,Tyrol,Austria,https://clockstone.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Clockwork Bird,Microstudio,Vienna,Vienna,Austria,https://clockworkbird.net/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Everflux Games,Developer,Innsbruck,Tyrol,Austria,https://everfluxgames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Ezekiel Rage,Microstudio,Innsbruck,Tyrol,Austria,https://www.ezekiel-rage.com/,NOVO,em-escopo,nao-triado
Fantastic Humans,Microstudio,Vienna,Vienna,Austria,https://fantastichumans.itch.io/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Fire Totem Games,Developer,Wernberg,Carinthia,Austria,https://www.firetotemgames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Follow the Feathers,Developer,Vienna,Vienna,Austria,https://www.followfeathers.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Game Gestalt,Microstudio,Vienna,Vienna,Austria,https://gamegestalt.com,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Hexdraw,Developer,Niederndorf,Tyrol,Austria,https://www.hexdraw.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Hugging Dragons,Developer,Vienna,Vienna,Austria,http://huggingdragons.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Ichbinhamma,Microstudio,Vienna,Vienna,Austria,https://ichbinhamma.itch.io/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Koch Media,Publisher,Hofen,Reutte,Austria,https://www.kochmedia.com,NOVO,fora-de-escopo,nao-triado
Lemuria Games,Microstudio,Vienna,Vienna,Austria,https://lemuria.org/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Mi'pu'mi Games,Developer,Vienna,Vienna,Austria,https://www.mipumi.com,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Microbird Games,Developer,Vienna,Vienna,Austria,https://www.microbird-games.com,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Moon Studios,Developer,Vienna,Vienna,Austria,https://www.orithegame.com,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Owned by Gravity,Developer,Vienna,Vienna,Austria,https://www.ownedbygravity.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.ownedbygravity.com/jobs
Pioneers of Game Development Austria (PGDA),Organization,Vienna,Vienna,Austria,https://pgda.at/,NOVO,fora-de-escopo,nao-triado
PLAION,Publisher,Hofen,Reutte,Austria,https://plaion.com/,NOVO,fora-de-escopo,nao-triado
Poink Games,Developer,Vienna,Vienna,Austria,https://impress.games/press-kit/poink-games/felbound,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://impress.games/careers
Purple Lamp (THQ Nordic),Developer,Vienna,Vienna,Austria,https://purplelamp.com/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Rarebyte,Developer,Graz,Steiermark,Austria,http://www.rarebyte.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.rarebyte.com/jobs
Rarebyte,Developer,Vienna,Vienna,Austria,http://www.rarebyte.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.rarebyte.com/jobs
Redox Interactive,Developer,Salzburg,Salzburg,Austria,https://redox-interactive.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://redox-interactive.com/jobs/
Reignite Games,Developer,Vienna,Vienna,Austria,https://www.pantarheigame.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
stillalive studios,Developer,Innsbruck,Tyrol,Austria,https://www.stillalive-studios.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Stuffed Wombat,Microstudio,Vienna,Vienna,Austria,https://stuffedwomb.at/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
SUNFOX Games,Online,Vienna,Vienna,Austria,https://www.sunfoxgames.com,NOVO,em-escopo,porta-sem-resposta
Supertreat (Playtika),Mobile,Graz,Steiermark,Austria,https://www.supertreat.net,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
THQ Nordic,Publisher,Vienna,Vienna,Austria,https://www.thqnordic.com,NOVO,fora-de-escopo,nao-triado
Unmade Games,Developer,Vienna,Vienna,Austria,https://unmadegames.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Xendex Holding,Publisher,Graz,Steiermark,Austria,https://www.xendex.com/,NOVO,fora-de-escopo,nao-triado
Zeppelin Studio,Developer,Vienna,Vienna,Austria,https://zeppelinstudio.net/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://zeppelinstudio.net/jobs/
A Llama in a Pajama,Developer,Ghent,Vlaanderen,Belgium,https://pajamallama.be/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.pajamallama.be/jobs/
Abonneer,Developer,Zedelgem,West Flanders,Belgium,https://abonneer-games.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Abrakam Entertainment,Developer,Angleur,Wallonia,Belgium,https://abrakam.com/,ja conhecido (painel/csv),em-escopo,nao-triado
AlterEyes,Developer,Hasselt,Limburg,Belgium,https://altereyes.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Appeal Studios (THQ Nordic),Developer,Charleroi,Hainaut,Belgium,https://appeal-studios.com/,ja conhecido (painel/csv),em-escopo,nao-triado
Belgian Games,Organization,Brussels,Brussels,Belgium,https://www.belgiangames.be/,NOVO,fora-de-escopo,nao-triado
BiteMe Games,Developer,Koksijde,West Flanders,Belgium,https://www.bitemegames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Bolt Blaster Games,Developer,Diepenbeek,Limburg,Belgium,https://boltblastergames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Briganti,Developer,Schoten,Antwerp,Belgium,https://www.dungeonalchemist.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Business Goose,Developer,Hasselt,Limburg,Belgium,https://www.businessgoose.be/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Caspar Croes,Developer,Aalter,East Flanders,Belgium,https://caspercroes.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
CatLab Interactive,Online,Ghent,Vlaanderen,Belgium,https://www.catlab.eu/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Claeys Brothers Arts,Microstudio,Willebroek,Antwerp,Belgium,https://claeysbrothers.be/,NOVO,em-escopo,nao-triado
CrazyGames,Online,Leuven,Vlaams Brabant,Belgium,https://crazygames.com/,NOVO,em-escopo,"quadro recruitee vivo, 1 vagas, nenhuma da disciplina"
Cronos Interactive,Publisher,Kortrijk,West Flanders,Belgium,https://www.cronos-interactive.be,NOVO,fora-de-escopo,nao-triado
Cybernetic Walrus,Developer,Antwerp,Antwerp,Belgium,https://www.cyberneticwalrus.com,ja conhecido (painel/csv),em-escopo,so estagio para estudante de escola de jogos belga
Cyborn,Developer,Antwerp,Antwerp,Belgium,https://cyborn.be/,ja conhecido (painel/csv),em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Daisy Games,Developer,Ghent,Vlaanderen,Belgium,https://daisygames.org/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.daisygames.org/careers
Ervya Studios,Developer,Brussels,Brussels,Belgium,https://ervyastudios.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
EUROSIS - ETI,Organization,Ghent-Zwijnaarde,Vlaanderen,Belgium,https://www.eurosis.org,NOVO,fora-de-escopo,nao-triado
Evil Pug Games,Developer,Walcourt,Namur,Belgium,https://evilpug.games/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
EXiin,Developer,Brussels,Brussels,Belgium,https://www.exiin.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://exiin.com/jobs-internships/
Fancy Cat Interactive,Developer,Ghent,Vlaanderen,Belgium,https://fancycatinteractive.com/,ja na fila gamedevmap 06/09,em-escopo,porta-sem-resposta
Fishing Cactus,Developer,Mons,Hainaut,Belgium,http://fishingcactus.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Flanders Game Hub,Incubator/Accelerator,Kortrijk,West Flanders,Belgium,https://www.flandersgamehub.be/,NOVO,fora-de-escopo,nao-triado
Flemish Games Association (FLEGA),Organization,Brussels,Brussels,Belgium,https://www.flega.be,NOVO,fora-de-escopo,nao-triado
Flipit Games,Developer,Mons,Wallonia,Belgium,https://www.flipitgames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
ForsVC,Investment,Kortrijk,West Flanders,Belgium,https://fors.vc/,NOVO,fora-de-escopo,nao-triado
Funtomata,Developer,Chaineux,Liege,Belgium,https://www.funtomata.com/en/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Get Up Games,Developer,Ghent,Vlaanderen,Belgium,https://www.blazingsails.com/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.blazingsails.com/jobs
Glowfish Interactive,Developer,Kortrijk,West Flanders,Belgium,https://www.glowfishinteractive.com,ja conhecido (painel/csv),em-escopo,nao-triado
Godspear Games,Developer,Kortrijk,West Flanders,Belgium,https://godspeargames.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Gradient Games,Developer,Genk,Limburg,Belgium,https://gradientgames.net/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Happy Volcano,Developer,Leuven,Vlaams Brabant,Belgium,https://www.happyvolcano.com/,ja conhecido (painel/csv),em-escopo,porta-ok:https://www.happyvolcano.com/careers
Hyperion Entertainment,Developer and Publisher,Brussels,Brussels,Belgium,https://www.hyperion-entertainment.biz,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
I-Illusions,Developer,Brussels,Brussels,Belgium,https://www.i-illusions.com,ja conhecido (painel/csv),em-escopo,porta-ok:https://i-illusions.com/jobs
Igor Sandman,Microstudio,Liege,Liege,Belgium,http://www.igorsandman.net/,NOVO,em-escopo,nao-triado
Larian Studios,Developer,Ghent,Vlaanderen,Belgium,https://www.larian.com,ja conhecido (painel/csv),em-escopo,"Character Artist - Open Application (Lever): banco de talentos, nao e requisicao datada"
LuGus Studios,Developer,Genk,Limburg,Belgium,https://www.lugus-studios.be,ja na fila gamedevmap 06/09,em-escopo,nao-triado
LuGus Studios,Developer,Hasselt,Limburg,Belgium,https://www.lugus-studios.be,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Mantis Games,Developer,Ghent,Vlaanderen,Belgium,https://mantis.games/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Maracas Studio,Developer,Charleroi,Hainaut,Belgium,https://maracas-studio.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Maratus,Developer,Charleroi,Hainaut,Belgium,https://www.maratusgames.com,ja na fila gamedevmap 06/09,em-escopo,nao-triado
MoonMonster Studios,Developer,Kortrijk,West Flanders,Belgium,https://www.moonmonster.be,ja conhecido (painel/csv),em-escopo,nao-triado
N-zone,Developer,Angleur,Wallonia,Belgium,https://www.n-zone.be/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
Neopica (NACON),Developer,Ghent,Vlaanderen,Belgium,https://www.neopica.com,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Oddshot Games,Developer,Ghent,Vlaanderen,Belgium,https://oddshot.gg/,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://oddshot.gg/jobs/
Oisoi Studios,Extended Reality (XR),Ghent,Vlaanderen,Belgium,https://paintingvr.xyz/,NOVO,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
On a Roll Studio,Developer,Leuven,Vlaams Brabant,Belgium,https://www.tumblr.com/onarollstudios,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.tumblr.com/jobs
Oro Interactive,Publisher,Aalst,Vlaanderen,Belgium,https://www.orointeractive.com/,NOVO,fora-de-escopo,nao-triado
Pajama Llama Games,Developer,Ghent,Vlaanderen,Belgium,https://www.pajamallama.be,ja na fila gamedevmap 06/09,em-escopo,porta-ok:https://www.pajamallama.be/jobs/
Poppins & Wayne,Developer,Antwerp,Antwerp,Belgium,https://poppinswayne.com/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
Poti Poti Studio,Developer,Brussels,Brussels,Belgium,https://www.potipoti.studio/,ja na fila gamedevmap 06/09,em-escopo,"site vivo, porta de carreiras nao localizada no HTML"
PreviewLabs,Developer,Wetteren,East Flanders,Belgium,https://previewlabs.com/,ja na fila gamedevmap 06/09,em-escopo,nao-triado
