nome,pais,site,dominio,token,classe
Kung Fu Games,,,,kungfugames,jogos
Kungfu Takeaway,,https://kungfutakeaway.com/,kungfutakeaway.com,kungfutakeaway,jogos
Kurisu no Patto,,,,kurisunopatto,jogos
Kwalee,United Kingdom,http://kwalee.com,kwalee.com,kwalee,jogos
Kyle Seeley,,,,kyleseeley,jogos
Kylotonn,France,https://www.kylotonn.com/,kylotonn.com,kylotonn,jogos
LAB132,Germany,,,lab132,jogos
LAI Games,Australia,,,laigames,jogos
LBK Production,Netherlands,,,lbkproduction,jogos
LCB Game Studio,,,,lcbgamestudio,jogos
"LCG Entertainment, Inc.",United States,https://www.telltale.com/,telltale.com,lcgentertainmentinc,jogos
LDRLY Games,Canada,https://www.ldrlygames.io/,ldrlygames.io,ldrlygames,jogos
LGT SIA,,,,lgtsia,jogos
LK Avalon,Poland,http://www.lkavalon.com,lkavalon.com,lkavalon,jogos
LMC Software,,,,lmcsoftware,jogos
LOVEPLUS PRODUCTION,,,,loveplusproduction,jogos
LTI Gray Matter,United States,http://www.livetech.com/,livetech.com,ltigraymatter,jogos
LVGameDev,United States,,,lvgamedev,jogos
La Belle Games,France,http://labellegames.com/,labellegames.com,labellegames,jogos
Lab Zero Games,,https://labzerogames.com/,labzerogames.com,labzerogames,jogos
Lab42,United Kingdom,https://www.lab42.games,lab42.games,lab42,jogos
Labrador Studios,United Kingdom,https://www.labradorstudios.com/,labradorstudios.com,labradorstudios,jogos
Lag Studios,,http://lagstudios.webs.com,lagstudios.webs.com,lagstudios,jogos
Lance Games,,,,lancegames,jogos
Landfall West,,,,landfallwest,jogos
Landka,Portugal,http://landka.com,landka.com,landka,jogos
Landon Podbielski,,,,landonpodbielski,jogos
Lankhor,France,,,lankhor,jogos
Large Animal Games,,http://www.largeanimal.com,largeanimal.com,largeanimalgames,jogos
Larian Studios,Belgium,https://larian.com/,larian.com,larianstudios,jogos
Last Day of Work,United States,http://www.ldw.com/,ldw.com,lastdayofwork,jogos
Last Lotus,,,,lastlotus,jogos
Laughing Jackal,United Kingdom,http://laughingjackal.co.uk,laughingjackal.co.uk,laughingjackal,jogos
Laughing Machines,,,,laughingmachines,jogos
Launchworks,United States,http://launchworks.net/,launchworks.net,launchworks,jogos
Laundry Bear Games,Canada,http://laundrybear.com/,laundrybear.com,laundrybeargames,jogos
Laush Studio,,,,laushstudio,jogos
LavaMind,United States,https://www.lavamind.com,lavamind.com,lavamind,jogos
Lavaboots Studios,United States,,,lavabootsstudios,jogos
Lazy 8 Studios,United States,http://www.lazy8studios.com,lazy8studios.com,lazy8studios,jogos
Lazy Bear Games,,http://lazybeargames.com,lazybeargames.com,lazybeargames,jogos
Lazy Monday Games,United Kingdom,https://www.lazymondaygames.com/,lazymondaygames.com,lazymondaygames,jogos
Lazy Turtle Games,,,,lazyturtlegames,jogos
Lazyrays Games,United Kingdom,https://www.lazyrays.co.uk/,lazyrays.co.uk,lazyraysgames,jogos
Le Cartel,France,https://lecartelstudio.fr/,lecartelstudio.fr,lecartel,jogos
Le Cortex,France,,,lecortex,jogos
Leaf Mobile,Canada,https://leafmobile.io,leafmobile.io,leafmobile,jogos
Leafy Games,,,,leafygames,jogos
League of Geeks,Australia,,,leagueofgeeks,jogos
LearnDistrict,United States,https://www.girlsmakegames.com/learndistrict,girlsmakegames.com,learndistrict,jogos
Learnalot,,http://www.learnalot.com/,learnalot.com,learnalot,jogos
Legacy Interactive,United States,http://www.legacyinteractive.com,legacyinteractive.com,legacyinteractive,jogos
Legend Entertainment,United States,http://www.legendent.com/,legendent.com,legendentertainment,jogos
Legend Studio,,,,legendstudio,jogos
Legendo Entertainment AB,Sweden,http://www.legendo.com/,legendo.com,legendoentertainmentab,jogos
Leikir Studio,France,https://www.leikir-studio.com,leikir-studio.com,leikirstudio,jogos
Lekker spelen,Netherlands,,,lekkerspelen,jogos
Lemix game,,http://www.lemixgame.com/,lemixgame.com,lemixgame,jogos
Les Ignobles,France,https://lesignobles.com,lesignobles.com,lesignobles,jogos
Les Joueurs Français,,https://lesjoueursfrancais.fr/,lesjoueursfrancais.fr,lesjoueursfranais,jogos
Levall Games,Sweden,http://www.michaellevall.com/,michaellevall.com,levallgames,jogos
Lexis Numérique,France,http://www.lexis-numerique.fr/,lexis-numerique.fr,lexisnumrique,jogos
Lichtund,,,,lichtund,jogos
Lienzo,,https://www.lienzo.mx/,lienzo.mx,lienzo,jogos
Lift London,,http://www.lift.london/,lift.london,liftlondon,jogos
Light & Shadow Production,France,,,lightshadowproduction,jogos
Light Ape Games,,,,lightapegames,jogos
Light Brick Studio,Denmark,https://www.lightbrick.com/,lightbrick.com,lightbrickstudio,jogos
LightBox Interactive,United States,http://www.lightboxinteractive.com,lightboxinteractive.com,lightboxinteractive,jogos
Lightbulb Crew,France,https://lightbulbcrew.fr/,lightbulbcrew.fr,lightbulbcrew,jogos
Lightbulb Crew,Sweden,https://lightbulbcrew.fr/,lightbulbcrew.fr,lightbulbcrew,jogos
Lighthouse Interactive,,,,lighthouseinteractive,jogos
Lightneer,Finland,https://lightneer.com/,lightneer.com,lightneer,jogos
Lightning Fish,United Kingdom,http://www.lightningfishgames.com/,lightningfishgames.com,lightningfish,jogos
Lightning Game Studios,,,,lightninggamestudios,jogos
Lightning Rock,,,,lightningrock,jogos
Lightning Rod Games,Canada,https://lightningrodgames.com/,lightningrodgames.com,lightningrodgames,jogos
Lightwood Games,United Kingdom,https://www.lightwoodgames.com/,lightwoodgames.com,lightwoodgames,jogos
Lilith,,https://www.lilith-soft.com/,lilith-soft.com,lilith,jogos
Lillymo Games,,https://lillymogames.com/,lillymogames.com,lillymogames,jogos
Lima Sky,,http://limasky.com/,limasky.com,limasky,jogos
Limasse Five,,,,limassefive,jogos
Limbic Entertainment,Germany,http://www.limbic-entertainment.de/,limbic-entertainment.de,limbicentertainment,jogos
Limbic Software,United States,http://www.limbic.com,limbic.com,limbicsoftware,jogos
LimboLane,,https://www.limbolane.com/,limbolane.com,limbolane,jogos
Limestone Games,Estonia,https://limestone-games.com/,limestone-games.com,limestonegames,jogos
Lince Works,Spain,,,linceworks,jogos
Lindasoft,,,,lindasoft,jogos
Linel,Switzerland,,,linel,jogos
Linux Game Publishing,United Kingdom,http://linuxgamepublishing.com,linuxgamepublishing.com,linuxgamepublishing,jogos
Lion Shield,,https://lionshieldstudios.com/,lionshieldstudios.com,lionshield,jogos
Lion's Shade,,https://www.lionsshade.com/,lionsshade.com,lionsshade,jogos
Lioncode Games,Canada,https://lioncodegames.com/,lioncodegames.com,lioncodegames,jogos
Lionhead Studios,United Kingdom,http://www.lionhead.com,lionhead.com,lionheadstudios,jogos
"Liquid Bit, LLC",,http://www.liquidbit.com/,liquidbit.com,liquidbitllc,jogos
Liquid Dragon Studios,United States,https://liquiddragonstudios.com/,liquiddragonstudios.com,liquiddragonstudios,jogos
Liquid Entertainment,United States,http://goliquid.us/,goliquid.us,liquidentertainment,jogos
Liquid Games,,,,liquidgames,jogos
Little Boy Games,,,,littleboygames,jogos
Little Cat Feet,,,,littlecatfeet,jogos
Little Chicken Game Company,Netherlands,https://www.littlechicken.nl/,littlechicken.nl,littlechickengamecompany,jogos
Little Green Men Games,,http://www.inter-corona.com/,inter-corona.com,littlegreenmengames,jogos
LiveWire Software UK,,,,livewiresoftwareuk,jogos
Liveplex,,,,liveplex,jogos
Lizardry,,https://lizardry.jp/,lizardry.jp,lizardry,jogos
Llamasoft,United Kingdom,http://minotaurproject.co.uk/,minotaurproject.co.uk,llamasoft,jogos
Lo-Fi Games,United Kingdom,https://lofigames.com/,lofigames.com,lofigames,jogos
LocalThunk,Canada,https://localthunk.com,localthunk.com,localthunk,jogos
Locked Door Puzzle,,,,lockeddoorpuzzle,jogos
Lockpickle,Finland,https://www.lockpickle.com,lockpickle.com,lockpickle,jogos
Lockwood Publishing,United Kingdom,https://lockwoodpublishing.com/,lockwoodpublishing.com,lockwoodpublishing,jogos
Locomotive Games,United States,,,locomotivegames,jogos
Loftur Studio,,,,lofturstudio,jogos
Log Games,,http://www.loggames.ca/,loggames.ca,loggames,jogos
Logic Artists,Denmark,http://logicartists.com/,logicartists.com,logicartists,jogos
Logic.Cool OÜ,,https://logic.cool/,logic.cool,logiccoolo,jogos
"Logical Design Works, Inc.",United States,,,logicaldesignworksinc,jogos
Loiste Interactive,Finland,,,loisteinteractive,jogos
Loki Entertainment,United States,http://lokigames.com/,lokigames.com,lokientertainment,jogos
Lolapps,,,,lolapps,jogos
London Studio,United Kingdom,https://playstationlondonstudio.com,playstationlondonstudio.com,londonstudio,jogos
Lonely Troops,,,,lonelytroops,jogos
Longbow Games,Canada,https://www.longbowgames.com,longbowgames.com,longbowgames,jogos
Longterm Games,Poland,https://longtermgames.pl/,longtermgames.pl,longtermgames,jogos
Looking Glass Studios,United States,,,lookingglassstudios,jogos
Loot Drop,United States,,,lootdrop,jogos
"Loot Interactive, LLC",United States,http://www.lootinteractive.com/,lootinteractive.com,lootinteractivellc,jogos
Loren Lemcke,,,,lorenlemcke,jogos
Loriciels,France,,,loriciels,jogos
Lostwood,,,,lostwood,jogos
Lotus Creative Entertainment,,http://www.lotusnine.com/,lotusnine.com,lotuscreativeentertainment,jogos
Loveshack Entertainment,Australia,http://loveshackentertainment.com/,loveshackentertainment.com,loveshackentertainment,jogos
Lowe Bros. Studios LLC,,,,lowebrosstudiosllc,jogos
Lowtek Games,,http://lowtek.co.uk/,lowtek.co.uk,lowtekgames,jogos
LuGus Studios,Belgium,https://www.lugus-studios.be/,lugus-studios.be,lugusstudios,jogos
Lucasfan Games,Germany,http://www.lucasfangames.de/,lucasfangames.de,lucasfangames,jogos
Lucasfilm Games,United States,https://www.lucasfilm.com/what-we-do/games/,lucasfilm.com,lucasfilmgames,jogos
Lucid Dreams Studio,Canada,http://www.luciddreamsstudio.com/,luciddreamsstudio.com,luciddreamsstudio,jogos
Lucid Games,United Kingdom,http://www.lucidgames.co.uk/,lucidgames.co.uk,lucidgames,jogos
Lucid Sheep Games,,https://lucidsheepgames.com/,lucidsheepgames.com,lucidsheepgames,jogos
"Lucid Sight, Inc.",,,,lucidsightinc,jogos
Lucky Chicken Games,United States,http://www.luckychicken.com,luckychicken.com,luckychickengames,jogos
Lucky Frame,,http://www.luckyframe.co.uk/,luckyframe.co.uk,luckyframe,jogos
Lucky Kat Studios,Netherlands,https://www.lucky-kat.com/,lucky-kat.com,luckykatstudios,jogos
Lucky Mountain Games,United Kingdom,,,luckymountaingames,jogos
Lucky You Studio,,,,luckyyoustudio,jogos
Ludeon Studios,Canada,https://ludeon.com/,ludeon.com,ludeonstudios,jogos
Ludicrous Games,Italy,https://weareludicrous.com/,weareludicrous.com,ludicrousgames,jogos
LudoCraft,Finland,,,ludocraft,jogos
Ludomo,,https://www.ludomo.com/,ludomo.com,ludomo,jogos
Ludomotion,Netherlands,https://www.ludomotion.com/,ludomotion.com,ludomotion,jogos
Ludoïd,France,,,ludod,jogos
Ludus future,,,,ludusfuture,jogos
Lukas Navratil,,,,lukasnavratil,jogos
Lukewarm Media,,,,lukewarmmedia,jogos
Lula Online,Germany,,,lulaonline,jogos
Luma Touch,United States,https://luma-touch.com/,luma-touch.com,lumatouch,jogos
Luminawesome Games,Canada,https://luminawesome.com,luminawesome.com,luminawesomegames,jogos
Lunagames,,http://www.lunagames.com/,lunagames.com,lunagames,jogos
Lunar Pixel,,,,lunarpixel,jogos
Lunar Ray Games,,http://www.lunarraygames.com/,lunarraygames.com,lunarraygames,jogos
Lunaris Iris,France,,,lunarisiris,jogos
Lunatic Software,,,,lunaticsoftware,jogos
LungGames,Canada,,,lunggames,jogos
Lunheim Studios,Germany,https://www.lunheimstudios.com/,lunheimstudios.com,lunheimstudios,jogos
Lustration Team,,,,lustrationteam,jogos
Luxee,,http://luxee.games/,luxee.games,luxee,jogos
Luxoflux,United States,http://www.luxoflux.com,luxoflux.com,luxoflux,jogos
Lykke Studios,Cyprus,https://www.lykkestudios.com/,lykkestudios.com,lykkestudios,jogos
Lyrelark,United Kingdom,https://www.lyrelark.com/,lyrelark.com,lyrelark,jogos
M Network,United States,,,mnetwork,jogos
M Theory,,https://www.mtheoryvr.com/,mtheoryvr.com,mtheory,jogos
M.C. Lothorien Ltd,,,,mclothorienltd,jogos
M.R. Games,,,,mrgames,jogos
M2H,Netherlands,https://www.m2h.nl/,m2h.nl,m2h,jogos
MAG Interactive,Sweden,http://maginteractive.se/,maginteractive.se,maginteractive,jogos
MAG Studios,,,,magstudios,jogos
MBS TRUTH,,http://www.teck.co.jp/truth/index.html,teck.co.jp,mbstruth,jogos
MDickie Limited,United Kingdom,,,mdickielimited,jogos
MJ Net,,,,mjnet,jogos
MP Entertainment,,,,mpentertainment,jogos
MPS Labs,,,,mpslabs,jogos
MVP Software,,https://www.mvpsoft.com/,mvpsoft.com,mvpsoftware,jogos
MacDaddy Entertainment,,http://www.macdaddyusa.com/,macdaddyusa.com,macdaddyentertainment,jogos
Machine Zone,United States,http://mz.com,mz.com,machinezone,jogos
Macovill,South Korea,https://en.macovill.com/,en.macovill.com,macovill,jogos
Mad About Pandas,Germany,http://madaboutpandas.de/,madaboutpandas.de,madaboutpandas,jogos
Mad Cookies Studio,,,,madcookiesstudio,jogos
Mad Data,,,,maddata,jogos
Mad Fellows,United Kingdom,https://www.madfellowsgames.com,madfellowsgames.com,madfellows,jogos
Mad Genius Software,,,,madgeniussoftware,jogos
Mad Head Games,Serbia,https://www.madheadgames.com,madheadgames.com,madheadgames,jogos
Mad Vulture Games,,,,madvulturegames,jogos
MadMan Theory Games,,,,madmantheorygames,jogos
Madfinger Games,Czech Republic,http://www.madfingergames.com/,madfingergames.com,madfingergames,jogos
Madruga Works,,https://madrugaworks.com/,madrugaworks.com,madrugaworks,jogos
Maestro Interactive Games,United States,https://maestroigames.com/,maestroigames.com,maestrointeractivegames,jogos
Magellan Interactive,United States,http://www.magellaninteractive.com,magellaninteractive.com,magellaninteractive,jogos
Maggese,Italy,https://www.maggese-games.com/,maggese-games.com,maggese,jogos
Magic Bytes,Germany,https://www.magicbytes.com/,magicbytes.com,magicbytes,jogos
Magic Cube,South Korea,http://magiccubegames.com/,magiccubegames.com,magiccube,jogos
Magic Design Studios,France,https://www.magicdesignstudios.com/,magicdesignstudios.com,magicdesignstudios,jogos
Magic Pixel Games,United States,,,magicpixelgames,jogos
Magic Pockets,France,https://www.magicpockets.org/,magicpockets.org,magicpockets,jogos
Magic Wand Productions,Romania,https://magicwand.ro,magicwand.ro,magicwandproductions,jogos
MagicalTimeBean,,,,magicaltimebean,jogos
Magmic Games,Canada,http://www.magmic.com,magmic.com,magmicgames,jogos
Magnetic Fields,United Kingdom,http://www.magneticfields.co.uk/,magneticfields.co.uk,magneticfields,jogos
Magnin & Associates,United States,,,magninassociates,jogos
Majesco Entertainment,United States,https://www.majescoent.com/,majescoent.com,majescoentertainment,jogos
Majestic Studios,United Kingdom,,,majesticstudios,jogos
Major Developments,United Kingdom,,,majordevelopments,jogos
Malfador Machinations,United States,http://www.malfador.com/,malfador.com,malfadormachinations,jogos
Mana Games,,,,managames,jogos
Mando productions,,,,mandoproductions,jogos
Mandragora,,,,mandragora,jogos
Mane6,,https://www.mane6.com/,mane6.com,mane6,jogos
Mango Protocol,Spain,http://www.mangoprotocol.com,mangoprotocol.com,mangoprotocol,jogos
Manic Game Studios,,,,manicgamestudios,jogos
Manic Media Productions,,,,manicmediaproductions,jogos
Manomio,,http://www.manomio.com/,manomio.com,manomio,jogos
Manu Games,United States,https://manugames.com,manugames.com,manugames,jogos
Maple Powered Games,Canada,https://www.maplepoweredgames.com/,maplepoweredgames.com,maplepoweredgames,jogos
Marc Ellis,,,,marcellis,jogos
Marcus Nichols,,,,marcusnichols,jogos
Mardonpol,Canada,https://mardonpol.com/,mardonpol.com,mardonpol,jogos
Marionette Games,,,,marionettegames,jogos
Marmalade Game Studio,United Kingdom,https://www.marmaladegamestudio.com/,marmaladegamestudio.com,marmaladegamestudio,jogos
Marron,,,,marron,jogos
Marvin Glass and Associates,United States,,,marvinglassandassociates,jogos
Maschinen-Mensch,Germany,http://maschinen-mensch.com/,maschinen-mensch.com,maschinenmensch,jogos
Mass Media Inc.,United States,http://www.massmedia.com/,massmedia.com,massmediainc,jogos
Massive Development,Germany,http://www.massive.de/,massive.de,massivedevelopment,jogos
Massive Entertainment,Sweden,http://www.massive.se/,massive.se,massiveentertainment,jogos
Massive Miniteam,Germany,https://www.massiveminiteam.com,massiveminiteam.com,massiveminiteam,jogos
Massive Monster,Australia,https://massivemonster.co,massivemonster.co,massivemonster,jogos
Massive Work Studio,,https://massiveworkstudio.com/,massiveworkstudio.com,massiveworkstudio,jogos
Masterbrain Bytes,Germany,,,masterbrainbytes,jogos
Mastfire Studios,,,,mastfirestudios,jogos
Masthead Studios,,http://www.mastheadstudios.com,mastheadstudios.com,mastheadstudios,jogos
Mastrowcorp,Australia,https://mastrowcorp.com,mastrowcorp.com,mastrowcorp,jogos
Matra Computer Automations,Spain,http://www.matranet.net,matranet.net,matracomputerautomations,jogos
MatrixTrains,,,,matrixtrains,jogos
Matt Dabrowski,,,,mattdabrowski,jogos
Mattel Electronics,,,,mattelelectronics,jogos
Maverick Game Studio,,,,maverickgamestudio,jogos
Max Design,Austria,,,maxdesign,jogos
Max Inferno,Canada,https://www.maxinferno.com/,maxinferno.com,maxinferno,jogos
Maximum Effect,,,,maximumeffect,jogos
Maximum Family Games,,,,maximumfamilygames,jogos
Maxis,United States,https://www.ea.com/ea-studios/maxis,ea.com,maxis,jogos
May-Be SOFT,,http://www.teck.co.jp/maybesoft/,teck.co.jp,maybesoft,jogos
MayoNinja Games,,,,mayoninjagames,jogos
McLeodGaming,,https://www.mcleodgaming.com/,mcleodgaming.com,mcleodgaming,jogos
Meadows Games,,,,meadowsgames,jogos
Mean Hamster Software,United States,,,meanhamstersoftware,jogos
Mechabit Ltd,,,,mechabitltd,jogos
Mechanical Butterfly Studios,,,,mechanicalbutterflystudios,jogos
Mechanistry,Poland,,,mechanistry,jogos
Medallion Games,United Kingdom,https://www.medalliongames.com/,medalliongames.com,medalliongames,jogos
Medaverse Studios,United States,,,medaversestudios,jogos
Media Molecule,United Kingdom,https://www.mediamolecule.com,mediamolecule.com,mediamolecule,jogos
Mediaheads B.V.,Netherlands,,,mediaheadsbv,jogos
Mediamond,Finland,https://www.mediamond.fi/,mediamond.fi,mediamond,jogos
Mediatonic,United Kingdom,http://www.mediatonicgames.com/,mediatonicgames.com,mediatonic,jogos
Mediocre AB,Sweden,https://www.mediocre.se/,mediocre.se,mediocreab,jogos
Medl Mobile,,,,medlmobile,jogos
MegArts,Germany,,,megarts,jogos
Mega Cat Studios,United States,https://megacatstudios.com/,megacatstudios.com,megacatstudios,jogos
MegaPixel Studio,,https://megapixel-studio.com/,megapixel-studio.com,megapixelstudio,jogos
Mektek Studios,Canada,http://www.mektek.net/,mektek.net,mektekstudios,jogos
Melbot Studios,Spain,https://www.melbot.es/,melbot.es,melbotstudios,jogos
Melon Games,,,,melongames,jogos
Melonhead Games,Australia,https://melonheadgames.com.au/,melonheadgames.com.au,melonheadgames,jogos
Meltdown Interactive Media,New Zealand,http://meltdowninteractive.com,meltdowninteractive.com,meltdowninteractivemedia,jogos
Memorable Games,Italy,https://memorable.games/,memorable.games,memorablegames,jogos
Meng Games,,,,menggames,jogos
Mens Sana Interactive,,https://menssanainteractive.com,menssanainteractive.com,menssanainteractive,jogos
Mental Drink,New Zealand,http://mentaldrink.com/,mentaldrink.com,mentaldrink,jogos
Mentrox Goldline,,,,mentroxgoldline,jogos
MercurySteam Entertainment,Spain,https://www.mercurysteam.com/,mercurysteam.com,mercurysteamentertainment,jogos
Mere Mortals,United Kingdom,,,meremortals,jogos
Merge Games,,,,mergegames,jogos
Meridian4,,https://meridian4.com/,meridian4.com,meridian4,jogos
Meridian93 Studio,,,,meridian93studio,jogos
Meringue Interactive,United States,http://www.meringueinteractive.com/,meringueinteractive.com,meringueinteractive,jogos
MeshTools,,,,meshtools,jogos
Messenger2050 Technologies,United Kingdom,http://messenger2050.com/,messenger2050.com,messenger2050technologies,jogos
Messhof,,,,messhof,jogos
Metacore Games,Finland,https://metacoregames.com/,metacoregames.com,metacoregames,jogos
Metalhead Software Inc.,Canada,,,metalheadsoftwareinc,jogos
Metamorphosis Games,,,,metamorphosisgames,jogos
Metanet Software,Canada,http://www.metanetsoftware.com/,metanetsoftware.com,metanetsoftware,jogos
Metasepia Games,,,,metasepiagames,jogos
"Metaware Limited, LLC",,,,metawarelimitedllc,jogos
Meteorise,,http://www.meteorise.co.jp/,meteorise.co.jp,meteorise,jogos
Metro3D,United States,https://web.archive.org/web/20051124230151/http://www.metro3d.com,web.archive.org,metro3d,jogos
Metropolis Software,Poland,http://www.metropolis-software.com/,metropolis-software.com,metropolissoftware,jogos
Mi'pu'mi Games,Austria,https://www.mipumi.com/,mipumi.com,mipumigames,jogos
Mi-Clos Studio,France,http://www.miclos.com/,miclos.com,miclosstudio,jogos
Michael Rfdshir,,,,michaelrfdshir,jogos
Michael Todd Games,,,,michaeltoddgames,jogos
Micro Forté,,http://www.microforte.com/,microforte.com,microfort,jogos
Micro Fun,United States,,,microfun,jogos
MicroComputing Concepts,,,,microcomputingconcepts,jogos
MicroIllusions,United States,,,microillusions,jogos
MicroPlay Software,United States,,,microplaysoftware,jogos
MicroProse,United States,http://www.microprose.com/,microprose.com,microprose,jogos
MicroStyle,United Kingdom,,,microstyle,jogos
Microbird,Austria,,,microbird,jogos
Microblast Games,,,,microblastgames,jogos
Microdeal,United Kingdom,,,microdeal,jogos
Microforum International,Canada,,,microforuminternational,jogos
Microids Studio Lyon,France,,,microidsstudiolyon,jogos
Microids Studio Paris,France,,,microidsstudioparis,jogos
Microsoft Casual Games,United States,https://www.microsoftcasualgames.com/,microsoftcasualgames.com,microsoftcasualgames,jogos
Microïds,France,https://www.microids.com,microids.com,microds,jogos
Mid Carolina Media,United States,,,midcarolinamedia,jogos
Midgar Studio,France,http://www.midgar-studio.com/,midgar-studio.com,midgarstudio,jogos
Midjiwan,Sweden,https://midjiwan.com,midjiwan.com,midjiwan,jogos
Midnight Society,United States,https://www.midnightsociety.com,midnightsociety.com,midnightsociety,jogos
Midnight Works,Romania,,,midnightworks,jogos
Midoki,United Kingdom,http://www.midoki.com/,midoki.com,midoki,jogos
Midway Austin,United States,,,midwayaustin,jogos
Midway Games,United States,,,midwaygames,jogos
Midway Studios San Diego,United States,,,midwaystudiossandiego,jogos
Midway Studios – Los Angeles,United States,http://www.midway.com,midway.com,midwaystudioslosangeles,jogos
Midway Studios – Newcastle,United Kingdom,,,midwaystudiosnewcastle,jogos
Miel,,https://www.miel-soft.com/,miel-soft.com,miel,jogos
Miga Games,,https://miga.io/,miga.io,migagames,jogos
Mighty Bear Games,Singapore,https://mightybeargames.com/,mightybeargames.com,mightybeargames,jogos
Mighty Foot Productions,,,,mightyfootproductions,jogos
Mighty Kingdom,Australia,https://www.mightykingdom.com/,mightykingdom.com,mightykingdom,jogos
Mighty Moth,,https://mightymoth.com/,mightymoth.com,mightymoth,jogos
Mighty Polygon,Spain,http://mightypolygon.com/,mightypolygon.com,mightypolygon,jogos
Mighty Rabbit Studios,United States,http://www.mightyrabbitstudios.com,mightyrabbitstudios.com,mightyrabbitstudios,jogos
Mighty Rocket Studio,,https://mightyrocketstudio.tumblr.com/,mightyrocketstudio.tumblr.com,mightyrocketstudio,jogos
Mighty Tide Games,,https://www.mightytide.games,mightytide.games,mightytidegames,jogos
Mighty Yell,Canada,https://www.mightyyell.com/,mightyyell.com,mightyyell,jogos
Miju Games,,https://mijugames.com/,mijugames.com,mijugames,jogos
Milepost Simulations,,,,milepostsimulations,jogos
Milestone S.r.l.,Italy,https://milestone.it/it/,milestone.it,milestonesrl,jogos
Military Simulations,United States,,,militarysimulations,jogos
Milkstone Studios,Spain,https://www.milkstonestudios.com/,milkstonestudios.com,milkstonestudios,jogos
Milky Tea,United Kingdom,http://milkytea.com/,milkytea.com,milkytea,jogos
MinMax Games Ltd.,,https://minmax-games.com/,minmax-games.com,minmaxgamesltd,jogos
Mind Candy,United Kingdom,http://www.mindcandy.com/,mindcandy.com,mindcandy,jogos
Mind's Eye Productions,United Kingdom,http://www.minds-eye.net/,minds-eye.net,mindseyeproductions,jogos
MindArk,Sweden,http://www.mindark.com/,mindark.com,mindark,jogos
MindSpan,Canada,,,mindspan,jogos
MindSpan,United States,http://web20.mindlink.net/MindSpan/,web20.mindlink.net,mindspan,jogos
Mindcraft,United States,,,mindcraft,jogos
Mindillusion,,,,mindillusion,jogos
Mindsai Productions,United States,,,mindsaiproductions,jogos
Mindscape,United States,,,mindscape,jogos
Mindware Studios,Czech Republic,,,mindwarestudios,jogos
MiniVisions,United States,,,minivisions,jogos
Miniboss,Canada,https://www.studiominiboss.com/,studiominiboss.com,miniboss,jogos
MiniclipNL GameBasics Studio,Netherlands,,,miniclipnlgamebasicsstudio,jogos
Minor Key Games,United States,https://minorkeygames.com/,minorkeygames.com,minorkeygames,jogos
Minority Media,,http://www.weareminority.com,weareminority.com,minoritymedia,jogos
Mintrocket,South Korea,https://mintrock.et/,mintrock.et,mintrocket,jogos
Miracle Games,,,,miraclegames,jogos
Miracle Tea,,https://miracleteastudios.com,miracleteastudios.com,miracletea,jogos
Mirinae,,,,mirinae,jogos
Mischief,United States,,,mischief,jogos
Misfits Attic,,,,misfitsattic,jogos
Miso Games,,,,misogames,jogos
Mission Ctrl Studios,United Kingdom,,,missionctrlstudios,jogos
Mission Studios,,,,missionstudios,jogos
Mistic Software,Canada,,,misticsoftware,jogos
Mistwalker,United States,http://www.mistwalkercorp.com/,mistwalkercorp.com,mistwalker,jogos
Mithis Entertainment,,,,mithisentertainment,jogos
Mnemonic Studios,Denmark,,,mnemonicstudios,jogos
MoaCube,,,,moacube,jogos
Mob Entertainment,,,,mobentertainment,jogos
Mobigame,France,http://www.mobigame.net,mobigame.net,mobigame,jogos
Mobile 1UP,,http://mobile1up.com/,mobile1up.com,mobile1up,jogos
MobileWizardry,,http://www.mobilewizardry.com/,mobilewizardry.com,mobilewizardry,jogos
MobilityWare,United States,https://www.mobilityware.com/,mobilityware.com,mobilityware,jogos
Mobirix,South Korea,https://www.mobirix.com/main/main.html,mobirix.com,mobirix,jogos
Mobius Digital,United States,http://www.mobiusdigitalgames.com/,mobiusdigitalgames.com,mobiusdigital,jogos
Mock Science,,,,mockscience,jogos
Mode 7,United Kingdom,https://www.mode7.games/,mode7.games,mode7,jogos
Modern Arts,,,,modernarts,jogos
Modern Microware,United States,,,modernmicroware,jogos
Modern Storyteller,,,,modernstoryteller,jogos
Modulaatio Games,,,,modulaatiogames,jogos
Moebial Studios,,,,moebialstudios,jogos
Mohawk Games,United States,https://www.mohawkgames.com/,mohawkgames.com,mohawkgames,jogos
Moi Rai Games,Germany,https://moi-rai.com/,moi-rai.com,moiraigames,jogos
Mojang Studios,Sweden,https://www.mojang.com/,mojang.com,mojangstudios,jogos
Mole Eyes Entertainment,,,,moleeyesentertainment,jogos
Molleindustria,Italy,http://www.molleindustria.org,molleindustria.org,molleindustria,jogos
Moment Games,United States,http://www.momentgames.com/about.html,momentgames.com,momentgames,jogos
Mommy's Best Games,United States,http://www.mommysbestgames.com/,mommysbestgames.com,mommysbestgames,jogos
Momo-pi,Switzerland,https://momo-pi.com/,momo-pi.com,momopi,jogos
Monkeystone Games,United States,http://www.monkeystone.com/,monkeystone.com,monkeystonegames,jogos
Monochrome Paris,France,https://www.monochrome.paris,monochrome.paris,monochromeparis,jogos
"Monochrome, Inc",United States,http://www.monochrome-games.com/,monochrome-games.com,monochromeinc,jogos
